No,제목,학과,과정,년도,href
67,몇 안되는 감성을 품은 미국도시 샌프란시스코에서의 1년,정치외교학과,학부,2014-2015,/partner/expReport.asp?id=13645&page=1&bgbn=R
66,다양함과 자유로움의 도시 샌프란시스코에서의 일 년,"영어영문학과, 경제학과",학부,2015-2016,/partner/expReport.asp?id=13166&page=1&bgbn=R
65,"San Francisco, glaring and unforgettable city",국제관계학과,학부,2015-2016,/partner/expReport.asp?id=13011&page=1&bgbn=R
64,순식간에 지나간 유익한 교환학생 생활,작곡과,학부,2015-2016,/partner/expReport.asp?id=12944&page=1&bgbn=R
63,"교환학생에게는 최고의 도시, 최고의 학교 :)",작곡과,학부,2014-2015,/partner/expReport.asp?id=12252&page=1&bgbn=R
62,샌프란시스코에서의 꿈같은 학기,노어노문,학부,2014,/partner/expReport.asp?id=11802&page=1&bgbn=R
61,개성넘치는 샌프란에서 나를 발견하다 ♥,간호학과,학부,2013-2014,/partner/expReport.asp?id=7193&page=1&bgbn=R
60,What a beautiful America!,물리학과,학부,2013-2014,/partner/expReport.asp?id=7045&page=1&bgbn=R
59,샌프란시스코 교환,영어영문학과,학부,2013-2014,/partner/expReport.asp?id=7044&page=1&bgbn=R
58,짧고도 길었던 샌프란시스코에서의 한 학기,중어중문학과,학부,2013,/partner/expReport.asp?id=6985&page=1&bgbn=R
57,점점 더 그리워지는 샌프란시스코,국어국문학과,학부,2012,/partner/expReport.asp?id=6699&page=2&bgbn=R
56,교환학생은 샌프란시스코로!!,토목환경공학과,학부,2012-2013,/partner/expReport.asp?id=6486&page=2&bgbn=R
55,I left my heart in San Francisco,정치외교학과,학부,2012,/partner/expReport.asp?id=6377&page=2&bgbn=R
54,I miss the city !,정치외교학과,학부,2012,/partner/expReport.asp?id=6366&page=2&bgbn=R
53,그리운 샌프란시스코!!,경영학과,학부,2012,/partner/expReport.asp?id=6334&page=2&bgbn=R
52,언제나 그리운 샌프란시스코,응용통계학과/경제학과,학부,2012,/partner/expReport.asp?id=6174&page=2&bgbn=R
51,"San Francisco, 이름만 들어도 설레이던 그곳",건축공학,학부,2012,/partner/expReport.asp?id=6124&page=2&bgbn=R
50,If you are going to San Francisco~,심리학과,학부,2012 2학기,/partner/expReport.asp?id=6037&page=2&bgbn=R
49,"교환학생을 위한 최고의 도시, SF",교육학과,학부,2012,/partner/expReport.asp?id=5895&page=2&bgbn=R
48,후회없는 선택! 샌프란시스코♡,식품영양학과,학부,2011,/partner/expReport.asp?id=5821&page=2&bgbn=R
47,아름다운 도시 San Francisco,경영학과,학부,2011-2012,/partner/expReport.asp?id=5744&page=3&bgbn=R
46,"이름만 들어도 그리운 그 곳, 샌프란시스코",영어영문학과,학부,2011-2012,/partner/expReport.asp?id=5725&page=3&bgbn=R
45,최고의 선택 샌프란에서의 1년,간호학과,학부,2011-2012,/partner/expReport.asp?id=5716&page=3&bgbn=R
44,안개가 자욱한 어느 날의 샌프란시스코,경영,학부,2011,/partner/expReport.asp?id=5657&page=3&bgbn=R
43,Take your time at SFSU.,체육교육학과,학부,2011-2012,/partner/expReport.asp?id=5638&page=3&bgbn=R
42,샌프란시스코에서의 잊을 수 없는 1년!,교육학과,학부,2010-2011,/partner/expReport.asp?id=5594&page=3&bgbn=R
41,There you go (Derek),사회체육학과,학부,2011,/partner/expReport.asp?id=5570&page=3&bgbn=R
40,"매일 생각나는 멋진도시, 샌프란시스코에서의 한학기",정치외교학/경제학,학부,2011,/partner/expReport.asp?id=5569&page=3&bgbn=R
39,♬ I left my heart in San Francisco ♬,수학과,학부,2011,/partner/expReport.asp?id=5516&page=3&bgbn=R
38,"대학 생활 최고의 선택, @ SFSU",의류환경/신문방송,학부,2011,/partner/expReport.asp?id=5513&page=3&bgbn=R
37,"다시 돌아가고 싶은 도시, 샌프란시스코.",문헌정보학과,학부,2010,/partner/expReport.asp?id=5446&page=4&bgbn=R
36,Amazing SF!!!!!!! :),영어영문학과,학부,2010-2011,/partner/expReport.asp?id=5271&page=4&bgbn=R
35,짧지만 길었던 샌프란에서의 생활,정치외교학과,학부,2011,/partner/expReport.asp?id=5214&page=4&bgbn=R
34,아담하지만 무척 정겨웠던 SFSU,경제학과,학부,2010,/partner/expReport.asp?id=5208&page=4&bgbn=R
33,너무나도 특별했던 한학기,도시공학과,학부,2011,/partner/expReport.asp?id=5173&page=4&bgbn=R
32,샌프란시스코에서의 소중한 경험,행정학과,학부,2010-2011,/partner/expReport.asp?id=5093&page=4&bgbn=R
31,샌프란에서..,의예과,학부,2011,/partner/expReport.asp?id=5025&page=4&bgbn=R
30,처음으로 사랑에 빠진 도시에서 내 인생 최고의 10개월을 보내다!,중어중문학과,학부,2010-2011,/partner/expReport.asp?id=5009&page=4&bgbn=R
29,너무나 소중했던 샌프란시스코에서의 한 학기,경제학과,학부,2011,/partner/expReport.asp?id=4987&page=4&bgbn=R
28,"샌프란시스코, 아름다웠던 그곳.",도시공학과,학부,2010-2011,/partner/expReport.asp?id=4962&page=4&bgbn=R
27,만약 가게된다면 :) 샌프란시스코 소소한 팁s,사학과,학부,2010-2011,/partner/expReport.asp?id=4953&page=5&bgbn=R
26,더할나위 없이 소중했던 샌프란에서의 한학기 =),영어영문학과,학부,2010,/partner/expReport.asp?id=4701&page=5&bgbn=R
25,SanFrancisco에서의 한학기,독어독문학과,학부,2010,/partner/expReport.asp?id=4419&page=5&bgbn=R
24,아름다운 도시 샌프란시스코,경영학과,학부,2009~2010,/partner/expReport.asp?id=4329&page=5&bgbn=R
23,또 다시 가고싶은 샌프란 시스코에서의 1년!,화학과,학부,2009-2010,/partner/expReport.asp?id=4328&page=5&bgbn=R
22,SFSU에서의 일년...,정보산업공학과,학부,2009-2010,/partner/expReport.asp?id=4241&page=5&bgbn=R
21,SFSU에서의 일 년...,경영대학 경영학과/ 문과대학 문정과,학부,2009,/partner/expReport.asp?id=4050&page=5&bgbn=R
20,"Minority가 이루어낸 무지개빛깔 도시, San Francisco",중어중문학과,학부,2009,/partner/expReport.asp?id=3946&page=5&bgbn=R
19,San Francisco State University에서의 한 학기,경영학과,학부,2009,/partner/expReport.asp?id=3673&page=5&bgbn=R
18,San Francisco State Univ.,경제학과,학부,2009,/partner/expReport.asp?id=3667&page=5&bgbn=R
17,"샌프란시스코, 그 자유의 도시",신문방송학과,학부,2009,/partner/expReport.asp?id=3657&page=6&bgbn=R
16,샌프란시스코에서의 한학기,물리학과,학부,2009,/partner/expReport.asp?id=3629&page=6&bgbn=R
15,"아, 나의 San Francisco :D",문과대학 국어국문학과,학부,2009,/partner/expReport.asp?id=3615&page=6&bgbn=R
14,작은 지구촌 SanFrancisco에서의 한학기,화학과,학부,2009,/partner/expReport.asp?id=3585&page=6&bgbn=R
13,SF State 교환보고서 :),경영학과,학부,2008,/partner/expReport.asp?id=3491&page=6&bgbn=R
12,SFSU 경험보고서,경영학과,학부,2008,/partner/expReport.asp?id=3381&page=6&bgbn=R
11,"내 마음 속 그 곳, San Francisco :)",신문방송학과,학부,2008,/partner/expReport.asp?id=3220&page=6&bgbn=R
10,San Francisco State University,경영학과,학부,2008,/partner/expReport.asp?id=3146&page=6&bgbn=R
9,SFSU 경험보고서,심리학과,학부,2007,/partner/expReport.asp?id=3000&page=6&bgbn=R
