No,제목,학과,과정,년도,href
155,평화로웠던 데이비스,사학과,학부,2019-2020,/partner/expReport.asp?id=16676&page=1&bgbn=R
154,데이비스에서 1년,심리학과,학부,2019-2020,/partner/expReport.asp?id=16449&page=1&bgbn=R
153,평화로운 데이비스,신소재공학과,학부,2019-2020,/partner/expReport.asp?id=16398&page=1&bgbn=R
152,일년 동안의 Davis 생활,식품영양학과,학부,2019,/partner/expReport.asp?id=16085&page=1&bgbn=R
151,평화로운 동네에서의 즐거움,생활디자인,학부,2018-2019,/partner/expReport.asp?id=15965&page=1&bgbn=R
150,"University of California, Davis",아동가족학과,학부,2018-2019,/partner/expReport.asp?id=15913&page=1&bgbn=R
149,UC Davis 경험보고서,UIC QRM,학부,2018-2019,/partner/expReport.asp?id=15752&page=1&bgbn=R
148,Daily peace in Davis,대기과학,학부,2019,/partner/expReport.asp?id=15701&page=1&bgbn=R
147,쉼을 가져다준 Davis에서의 6개월,경영학과,학부,2019,/partner/expReport.asp?id=15688&page=1&bgbn=R
146,행복하고 아쉬웠던 짧은 6개월이라는 시간,신소재공학과,학부,2019,/partner/expReport.asp?id=15686&page=1&bgbn=R
145,행복했던 UC Davis,건축공학과,학부,2018,/partner/expReport.asp?id=15202&page=2&bgbn=R
144,데이비스에서의 일년,응용통계학과,학부,2018,/partner/expReport.asp?id=15194&page=2&bgbn=R
143,UC Davis 경험보고서,토목환경공학과,학부,2018,/partner/expReport.asp?id=15183&page=2&bgbn=R
142,행복했던 데이비스에서의 1년,도시공학과,학부,2017-2018,/partner/expReport.asp?id=15097&page=2&bgbn=R
141,추억의 데이비스,중어중문학과,학부,2017-2018,/partner/expReport.asp?id=15093&page=2&bgbn=R
140,평화의 데이비스,EIC,학부,2017-2018,/partner/expReport.asp?id=14972&page=2&bgbn=R
139,UC Davis Exchange Program Experience,UIC-Economics,학부,2017,/partner/expReport.asp?id=14228&page=2&bgbn=R
138,즐거웠던 데이비스에서의 1년,의류환경학과,학부,2016-2017,/partner/expReport.asp?id=14082&page=2&bgbn=R
