No,제목,학과,과정,년도,href
315,잘 쉬고온 한학기 생활,전기전자공학부,학부,2020,/partner/expReport.asp?id=16680&page=1&bgbn=R
314,"힐링하기 좋은 곳, 어바인",문화디자인경영학과,학부,2020,/partner/expReport.asp?id=16637&page=1&bgbn=R
313,어바인 다시 가고싶어요♡,건축공학과,학부,2020,/partner/expReport.asp?id=16613&page=1&bgbn=R
312,사랑해 어바인 ♡♡♡,건축공학과,학부,2019-2020,/partner/expReport.asp?id=16609&page=1&bgbn=R
311,2 semesters in UCI,글로벌인제학부,학부,2020,/partner/expReport.asp?id=16599&page=1&bgbn=R
310,로망과 현실 사이의 교환학생 생활,도시공학과,학부,2019-2020,/partner/expReport.asp?id=16587&page=1&bgbn=R
309,어바인에서의 교환생활,대기과학과,학부,2020,/partner/expReport.asp?id=16580&page=1&bgbn=R
308,가지 않았으면 후회할 뻔한 소중한 교환생활,건설환경공학과,학부,2019-2020,/partner/expReport.asp?id=16578&page=1&bgbn=R
307,완벽했던 잊지 못할 미국 교환 생활,경제학과,학부,2019-2020,/partner/expReport.asp?id=16577&page=1&bgbn=R
306,즐거운 어바인 ㅎㅎ,건설환경공학부,학부,2019-2020,/partner/expReport.asp?id=16575&page=1&bgbn=R
305,UCI에서 1년,언더우드국제학과,학부,2019-2020,/partner/expReport.asp?id=16565&page=2&bgbn=R
304,다시 돌아가고 싶은 어바인,스포츠레저학과,학부,2019-2020,/partner/expReport.asp?id=16553&page=2&bgbn=R
303,대학생활 중 가장 기억에 남을 6개월,영어영문학과,학부,2020-1,/partner/expReport.asp?id=16540&page=2&bgbn=R
302,즐거웠던 UCI 교환생활!,경영학과,학부,2019-2020,/partner/expReport.asp?id=16533&page=2&bgbn=R
301,날씨만큼은 최고,언더우드국제대학,학부,2019,/partner/expReport.asp?id=16439&page=2&bgbn=R
300,UCI 교환보고서,영어영문학과,학부,2019,/partner/expReport.asp?id=16416&page=2&bgbn=R
299,평생 그리울 얼바인,교육학과,학부,2019,/partner/expReport.asp?id=16406&page=2&bgbn=R
298,소소하지만 확실히 행복했던 교환생활,언더우드국제학부,학부,2019,/partner/expReport.asp?id=16375&page=2&bgbn=R
297,uci에서의 교환생활,경영대학 경영학과,학부,2019,/partner/expReport.asp?id=16316&page=2&bgbn=R
296,행복했던 어바인 생활,스포츠응용산업,학부,2018-2,/partner/expReport.asp?id=16056&page=2&bgbn=R
295,UCI 교환학생 6개월,경영학과,학부,2019-1,/partner/expReport.asp?id=15915&page=3&bgbn=R
294,UCI에서의 반년,전기전자공학부,학부,2019,/partner/expReport.asp?id=15885&page=3&bgbn=R
293,UCI 교환학생 1년,중어중문학과,학부,2018-2019,/partner/expReport.asp?id=15860&page=3&bgbn=R
292,평화롭고 좋았던 uci 교환 생활,사회학과,학부,2019,/partner/expReport.asp?id=15822&page=3&bgbn=R
291,UCI에서의 1년,환경공학/토목환경공학과,학부,2018-2019,/partner/expReport.asp?id=15814&page=3&bgbn=R
290,여유롭고 행복했던 어바인에서의 1년,경제학과,학부,2018-2019,/partner/expReport.asp?id=15800&page=3&bgbn=R
289,최고로 행복했던 1년,신소재공학과,학부,2018-2019,/partner/expReport.asp?id=15774&page=3&bgbn=R
288,행복했던 얼바인에서의 일 년,심리학과,학부,2018-2019,/partner/expReport.asp?id=15770&page=3&bgbn=R
287,교환학생 경험보고서,창의기술경영,학부,2019,/partner/expReport.asp?id=15763&page=3&bgbn=R
286,평화로운 어바인에서의 교환생활,비교문학과문화,학부,2018-2019,/partner/expReport.asp?id=15734&page=3&bgbn=R
285,여유롭게 살기 최적화된 학교,경영학과,학부,2019-1,/partner/expReport.asp?id=15725&page=4&bgbn=R
284,UC어바인 파견보고서,영어영문학과,학부,2019,/partner/expReport.asp?id=15723&page=4&bgbn=R
283,꿈같은 시간들,경제학과,학부,2019,/partner/expReport.asp?id=15699&page=4&bgbn=R
282,즐거웠던 UCI,수학과,학부,2019,/partner/expReport.asp?id=15694&page=4&bgbn=R
281,다시 없을 어바인에서의 한 학기,UD PSIR,학부,2019-1,/partner/expReport.asp?id=15660&page=4&bgbn=R
280,UCI 교환생활,문화인류학과,학부,2019,/partner/expReport.asp?id=15656&page=4&bgbn=R
279,어바인에서의 육개월,신소재공학과,학부,2019,/partner/expReport.asp?id=15641&page=4&bgbn=R
278,UCI에서의 행복했던 1년,UD ECON/PSIR,학부,2018-2019,/partner/expReport.asp?id=15639&page=4&bgbn=R
277,너무 행복했던 1년간의 교환생활,정치외교학과,학부,2018,/partner/expReport.asp?id=15541&page=4&bgbn=R
276,평생 잊지 못할 어바인 교환생활!,언론홍보영상학부,학부,2018,/partner/expReport.asp?id=15432&page=4&bgbn=R
275,UCI에서 핵인싸로 잘 보내고 옵니다^^,경영학과,학부,2018,/partner/expReport.asp?id=15243&page=5&bgbn=R
274,행복했던 1년간의 교환생활,문헌정보학과,학부,2018,/partner/expReport.asp?id=15189&page=5&bgbn=R
273,가장 행복했던 대학생활,전기전자공학과,학부,2017-2018,/partner/expReport.asp?id=15069&page=5&bgbn=R
272,UC Irvine에서의 1년,UD ECON,학부,2017-2018,/partner/expReport.asp?id=15056&page=5&bgbn=R
271,꿈같았던 Irvine에서의 6개월,전기전자공학과,학부,2018,/partner/expReport.asp?id=15007&page=5&bgbn=R
270,벌써 추억~,경영학과,학부,2017-2018,/partner/expReport.asp?id=15001&page=5&bgbn=R
269,"UC Irvine에서의 한학기(겨울,봄쿼터) ♡",교육학과,학부,2018,/partner/expReport.asp?id=14967&page=5&bgbn=R
268,적을 게 많은 Irvine 교환 보고서,UD ECON,학부,2017-2018,/partner/expReport.asp?id=14935&page=5&bgbn=R
267,얼바인에서 좋은 경험을 많이 할 수 있어서 좋았습니다.,전기전자공학과,학부,2017-2018,/partner/expReport.asp?id=14927&page=5&bgbn=R
266,행복했던 어바인에서의 1년,도시공학과,학부,2017-2018,/partner/expReport.asp?id=14916&page=5&bgbn=R
265,행복했던 어바인에서의 6개월♡,사회학과,학부,2018,/partner/expReport.asp?id=14910&page=6&bgbn=R
264,도움이 되었으면 하는 바람으로!,신소재공학과,학부,2018,/partner/expReport.asp?id=14898&page=6&bgbn=R
263,1년반의 미국생활,전기전자공학과,학부,2016-2017,/partner/expReport.asp?id=14508&page=6&bgbn=R
262,1학기에 파견을 가시는 분들이 읽었으면 좋겠습니다!,경영학과,학부,2017,/partner/expReport.asp?id=14506&page=6&bgbn=R
261,Irvine에서의 1년,UIC QRM,학부,2016-2017,/partner/expReport.asp?id=14142&page=6&bgbn=R
260,모든 것이 행복했던 얼바인,화학과,학부,2016-2017,/partner/expReport.asp?id=14086&page=6&bgbn=R
259,평생잊지못할 Irvine에서의 6개월,문헌정보/경영학과,학부,2016-2017,/partner/expReport.asp?id=14054&page=6&bgbn=R
258,즐거웠던 교환학생~!~!,경영학과,학부,2017,/partner/expReport.asp?id=13988&page=6&bgbn=R
257,Irvine에서의 1년,경영학과,학부,2016,/partner/expReport.asp?id=13739&page=6&bgbn=R
256,학문적 성취를 목표로 교환학생을 준비하시는 분들께,수학과,학부,2016,/partner/expReport.asp?id=13719&page=6&bgbn=R
255,UCI Film and Media Studies 교환 보고서,언론홍보영상,학부,2016,/partner/expReport.asp?id=13634&page=7&bgbn=R
254,즐거웠던 UCI에서의 1년,스포츠응용산업/경영학과,학부,2016,/partner/expReport.asp?id=13621&page=7&bgbn=R
253,좋았다 어바인.,물리학과,학부,2016,/partner/expReport.asp?id=13595&page=7&bgbn=R
252,UCI 교환학생 생활,사학과,학부,2016,/partner/expReport.asp?id=13487&page=7&bgbn=R
251,잊을 수 없는 미국에서의 1년!,경영학과,학부,2016,/partner/expReport.asp?id=13486&page=7&bgbn=R
250,2016년의 UCI,컴퓨터과학,학부,2016,/partner/expReport.asp?id=13437&page=7&bgbn=R
249,Irvine에서의 최고의 1년,토목공학과,학부,2015-2016,/partner/expReport.asp?id=13377&page=7&bgbn=R
248,자유로웠던 Irvine에서의 1년,경영학과,학부,2015-2016,/partner/expReport.asp?id=13343&page=7&bgbn=R
247,uc irvine,도시공학과,학부,2016,/partner/expReport.asp?id=13340&page=7&bgbn=R
246,UCI에서의 1년,도시공학/경제학,학부,2015-2016,/partner/expReport.asp?id=13195&page=7&bgbn=R
245,UCI 에서의 좋은 기억,행정학/심리학,학부,2015-2016,/partner/expReport.asp?id=13186&page=8&bgbn=R
244,행복했던 UCI에서의 1년!,중어중문학과,학부,2015-2016,/partner/expReport.asp?id=13160&page=8&bgbn=R
243,UCI 1년,언더우드,학부,2015-2016,/partner/expReport.asp?id=13143&page=8&bgbn=R
242,나에겐 필요했던 경험,전기전자공학부,학부,2015-2016,/partner/expReport.asp?id=13115&page=8&bgbn=R
241,행복했던 UCI에서의 1년!,문헌정보학과,학부,2015-2016,/partner/expReport.asp?id=13091&page=8&bgbn=R
240,얼바인에서의 잊지 못할 소중한 1년,경영학과,학부,2015-2016,/partner/expReport.asp?id=13081&page=8&bgbn=R
239,UCI에서의 1년,테크노아트학부,학부,2015-2016,/partner/expReport.asp?id=13059&page=8&bgbn=R
238,UCI에서의 6개월,중어중문학과,학부,2016,/partner/expReport.asp?id=13045&page=8&bgbn=R
237,UCI에서의 한 학기,사회학과,학부,2016,/partner/expReport.asp?id=13040&page=8&bgbn=R
236,uci 파견보고서,생화학과,학부,2016,/partner/expReport.asp?id=12978&page=8&bgbn=R
235,UCI에서의 1년,화공생명공학과,학부,2016-2016,/partner/expReport.asp?id=12961&page=9&bgbn=R
234,"University of California, Irvine",경영학과,학부,2016,/partner/expReport.asp?id=12957&page=9&bgbn=R
233,UCI에서의 1년,행정학과,학부,2015,/partner/expReport.asp?id=12831&page=9&bgbn=R
232,"좋은 사람들이 많았던 곳, UC IRVINE",화공생명공학과,학부,2015,/partner/expReport.asp?id=12737&page=9&bgbn=R
231,"인생에서 가장 행복했던 1년, UCI",의공학부,학부,2015-2016,/partner/expReport.asp?id=12624&page=9&bgbn=R
