No,제목,학과,과정,년도,href
33,소중했던 스크랜튼에서의 한학기,영어영문학과,학부,2016,/partner/expReport.asp?id=13167&page=1&bgbn=R
32,소중했던 스크랜튼에서의 일년,경영학과,학부,2015-2016,/partner/expReport.asp?id=13098&page=1&bgbn=R
31,소중했던 스크랜튼에서의 1년,경영학과,학부,2015-2016,/partner/expReport.asp?id=13090&page=1&bgbn=R
30,스크랜튼에서의 한학기,언론홍보영상학부,학부,2016,/partner/expReport.asp?id=13085&page=1&bgbn=R
29,스크랜튼에서의 한 학기,경영학과,학부,2015,/partner/expReport.asp?id=12675&page=1&bgbn=R
28,좋은 사람들이 가득한 스크랜튼에서의 한학기!,심리학과,학부,2015,/partner/expReport.asp?id=12429&page=1&bgbn=R
27,스크랜튼에서의 일년:),UIC ASD,학부,2014,/partner/expReport.asp?id=7579&page=1&bgbn=R
26,여유롭고 평화로웠던 스크랜튼의 봄,"사학,신방",학부,2014,/partner/expReport.asp?id=7139&page=1&bgbn=R
25,따뜻하고 평화로웠던 스크랜튼에서의 한학기,경제학과,학부,2014,/partner/expReport.asp?id=7095&page=1&bgbn=R
24,스크랜튼 그 일년,경영학과,학부,2013,/partner/expReport.asp?id=6915&page=1&bgbn=R
23,Scranton,경영학과,학부,2013,/partner/expReport.asp?id=6861&page=2&bgbn=R
22,행복했던 스크랜튼에서의 한학기,경영학과,학부,2013,/partner/expReport.asp?id=6392&page=2&bgbn=R
21,스크랜튼에서의 한학기 추억,정치외교학과,학부,2012,/partner/expReport.asp?id=6193&page=2&bgbn=R
20,Scranton에서의 소중한 추억들,동아시아국제학부,학부,2011,/partner/expReport.asp?id=5718&page=2&bgbn=R
19,스크랜튼에서의 일년 :),심리학과,학부,2011,/partner/expReport.asp?id=5560&page=2&bgbn=R
18,스크랜튼!,심리학과,학부,2011,/partner/expReport.asp?id=5364&page=2&bgbn=R
17,The U of Scranton,경영학과,학부,2011,/partner/expReport.asp?id=5354&page=2&bgbn=R
16,당신만의 Scranton을 만들어보세요,심리학과,학부,2010,/partner/expReport.asp?id=4743&page=2&bgbn=R
15,스크랜튼에서의 한 학기,영어영문학과,학부,2010,/partner/expReport.asp?id=4486&page=2&bgbn=R
14,Scranton wants you =),영어영문학과,학부,2009-2010,/partner/expReport.asp?id=4365&page=2&bgbn=R
13,UofS,정치외교학과,학부,2009,/partner/expReport.asp?id=4142&page=3&bgbn=R
12,스크랜튼,정치외교학과,학부,2009,/partner/expReport.asp?id=4083&page=3&bgbn=R
11,Scranton 경험 보고서,영어영문학과,학부,2008-2009,/partner/expReport.asp?id=3636&page=3&bgbn=R
10,꿈 같았던 Scranton에서의 1년,경영학과,학부,2008-2009,/partner/expReport.asp?id=3596&page=3&bgbn=R
9,Scrantastic,심리학과,학부,2008-2009,/partner/expReport.asp?id=3576&page=3&bgbn=R
8,여유롭고 평화로워서 즐거웠던 scranton,영어영문학과,학부,2007,/partner/expReport.asp?id=2668&page=3&bgbn=R
7,스크랜튼 교환학생기 :D,경영학과,학부,2006-2007,/partner/expReport.asp?id=2605&page=3&bgbn=R
6,Sweet Scranton,심리학과,학부,2007,/partner/expReport.asp?id=2583&page=3&bgbn=R
5,스크랜튼에서의 행복한 한학기 :),경영학과,학부,2006,/partner/expReport.asp?id=2350&page=3&bgbn=R
4,꿈 같았던 스크랜턴에서의 1년,경제학과,학부,2005-2006,/partner/expReport.asp?id=2020&page=3&bgbn=R
3,Scranton에서의 소중한 추억.,경영학과,학부,2005,/partner/expReport.asp?id=1761&page=4&bgbn=R
2,스크랜튼에서의 1년,경영학과,학부,2004-2005,/partner/expReport.asp?id=1735&page=4&bgbn=R
1,scranton에서의 잊지 못할 한학기를 마치고..,정보산업공학과,학부,2005,/partner/expReport.asp?id=1581&page=4&bgbn=R
