No,제목,학과,과정,년도,href
70,"홍콩대,",UIC,학부,2018,/partner/expReport.asp?id=16495&page=1&bgbn=R
69,홍콩대 교환학생,언더우드국제학부,학부,2019,/partner/expReport.asp?id=16326&page=1&bgbn=R
68,홍콩대학교에서의 한 학기,응용통계학과,학부,2019,/partner/expReport.asp?id=15804&page=1&bgbn=R
67,홍콩대학교 교환 후기,언더우드학과,학부,2019,/partner/expReport.asp?id=15751&page=1&bgbn=R
66,홍콩대학교에서의 한학기,불어불문학과,학부,2019,/partner/expReport.asp?id=15710&page=1&bgbn=R
65,홍콩대학교에서 한학기를!,계량위험관리,학부,2018,/partner/expReport.asp?id=15547&page=1&bgbn=R
64,홍콩대에서 교환을!,언더우드학부,학부,2018,/partner/expReport.asp?id=15300&page=1&bgbn=R
63,홍콩대는 영어 잘하는 연세대,경제학과,학부,2018,/partner/expReport.asp?id=15090&page=1&bgbn=R
62,홍콩대 (3캠퍼스 프로그램),비교문학과문화,학부,2018,/partner/expReport.asp?id=15087&page=1&bgbn=R
61,홍콩에서의 교환생활,경제,학부,2018,/partner/expReport.asp?id=15039&page=1&bgbn=R
60,"나의 리틀 포레스트, 홍콩에서의 교환생활",아시아/정치외교,학부,2018,/partner/expReport.asp?id=14731&page=2&bgbn=R
59,홍콩대학교 교환학생 후기,문화인류,학부,2017,/partner/expReport.asp?id=14717&page=2&bgbn=R
58,홍콩대 교환학생,비교문학과문화,학부,2017,/partner/expReport.asp?id=14507&page=2&bgbn=R
57,홍콩대 2017-2,언론홍보영상학부,학부,2017,/partner/expReport.asp?id=14505&page=2&bgbn=R
56,홍콩대 다녀왔습니다.,경영학과,학부,2017,/partner/expReport.asp?id=14386&page=2&bgbn=R
55,홍콩대,정치외교학과,학부,2017,/partner/expReport.asp?id=14354&page=2&bgbn=R
54,소중했던 홍콩대학교에서의 한 학기,언더우드국제대학,학부,2017,/partner/expReport.asp?id=14339&page=2&bgbn=R
53,홍콩대학교를 한 눈에,국제학과,학부,2017,/partner/expReport.asp?id=14327&page=2&bgbn=R
52,홍콩대 생활의 모든것,경영학과,학부,2017,/partner/expReport.asp?id=14266&page=2&bgbn=R
