No,제목,학과,과정,년도,href
393,버클리에서의 생활,사회학과,학부,2020,/partner/expReport.asp?id=16688&page=1&bgbn=R
392,"나를 찾아 떠난, 이제는 삶의 원동력이 된 8개월 간의 미국에서의 삶",언론홍보영상학부,학부,2019-2020,/partner/expReport.asp?id=16674&page=1&bgbn=R
391,버클리 경험 보고서,사학과,학부,2020,/partner/expReport.asp?id=16668&page=1&bgbn=R
390,교환학생 보고서(UC Berkeley),경제학과,학부,2020-1,/partner/expReport.asp?id=16659&page=1&bgbn=R
389,평생 못 잊을 버클리와 코로나,언론홍보영상학부,학부,2020,/partner/expReport.asp?id=16651&page=1&bgbn=R
388,버클리에서의 소중한 추억,경제학부,학부,2020-1,/partner/expReport.asp?id=16647&page=1&bgbn=R
387,버클리에서의 교환생활,UIC ECON,학부,2020-1,/partner/expReport.asp?id=16636&page=1&bgbn=R
386,한학기 교환생활 @Berkeley,UIC 창의기술경영,학부,2020-1,/partner/expReport.asp?id=16623&page=1&bgbn=R
385,버클리 교환생활,응용통계학과,학부,2019-2020,/partner/expReport.asp?id=16558&page=1&bgbn=R
384,버클리에서의 기억,문화인류학과,학부,2019-2020,/partner/expReport.asp?id=16541&page=1&bgbn=R
383,버클리에서의 교환학생 생활,기계공학부,학부,2020,/partner/expReport.asp?id=16536&page=2&bgbn=R
382,About UCB,화공생명공학과,학부,2018,/partner/expReport.asp?id=16487&page=2&bgbn=R
381,버클리 생활 안내서,교육학과,학부,2020-1,/partner/expReport.asp?id=16431&page=2&bgbn=R
380,Go Bears,UIC ECON,학부,2019,/partner/expReport.asp?id=16419&page=2&bgbn=R
379,버클리에서의 한학기,언더우드 경제학과,학부,2019-2,/partner/expReport.asp?id=16291&page=2&bgbn=R
378,버클리,경제학과,학부,2019,/partner/expReport.asp?id=16279&page=2&bgbn=R
377,버클리에서 한학기,지구시스템과학과,학부,2019,/partner/expReport.asp?id=16264&page=2&bgbn=R
376,버클리에서의 1년,아시아학과,학부,2019,/partner/expReport.asp?id=16244&page=2&bgbn=R
375,버클리에서의 1년,사회학과,학부,2019,/partner/expReport.asp?id=16239&page=2&bgbn=R
374,버클리 교환학생 생활 보고서,국제학과,학부,2019,/partner/expReport.asp?id=16237&page=2&bgbn=R
373,버클리 가을학기,교육학과,학부,2019,/partner/expReport.asp?id=16076&page=3&bgbn=R
372,버클리에서의 특별한 한 학기,심리학 / 언론홍보영상학,학부,2019,/partner/expReport.asp?id=15963&page=3&bgbn=R
371,도전의 연속이었던 버클리에서의 1.5학기,"영어영문학과, 경영학과",학부,2019,/partner/expReport.asp?id=15917&page=3&bgbn=R
370,버클리에서의 한 학기,언론홍보영상학부,학부,2019,/partner/expReport.asp?id=15847&page=3&bgbn=R
369,UC 버클리 경험보고서,영어영문학과,학부,2018-2019,/partner/expReport.asp?id=15816&page=3&bgbn=R
368,버클리에서의 의미있었던 1년!,언론홍보영상학부,학부,2018-2019,/partner/expReport.asp?id=15797&page=3&bgbn=R
367,버클리에서의 1년,정치외교학과,학부,2018-2019,/partner/expReport.asp?id=15743&page=3&bgbn=R
366,나를 성장시켜준 '버클리'에서의 1년,사회학과,학부,2018-2019,/partner/expReport.asp?id=15742&page=3&bgbn=R
365,1 semester at Berkeley,생명과학공학과,학부,2019,/partner/expReport.asp?id=15625&page=3&bgbn=R
364,UC Berkeley에서의 한학기,UD Econ,학부,2019,/partner/expReport.asp?id=15613&page=3&bgbn=R
363,파견학생 경험보고서,경제학과,학부,2019,/partner/expReport.asp?id=15603&page=4&bgbn=R
