No,제목,학과,과정,년도,href
2,대만청화대학교 경험보고서,글로벌인재학부 한국문화전공,학부,2018,/partner/expReport.asp?id=15009&page=1&bgbn=R
1,국립청화대학교 교환학생 경험보고서,글로벌인재학부 한국문화통상전공 한국언어문화교육전공,학부,2017-2018,/partner/expReport.asp?id=14374&page=1&bgbn=R
