No,제목,학과,과정,년도,href
51,행복했던 1년:),영어영문학과,학부,2019-2020,/partner/expReport.asp?id=16444&page=1&bgbn=R
50,성장이 발판이 된 퍼듀에서의 1년,창의기술경영학과,학부,2018,/partner/expReport.asp?id=16232&page=1&bgbn=R
49,퍼듀에서의 일년,신소재공학과,학부,2019,/partner/expReport.asp?id=16206&page=1&bgbn=R
48,Purdue에서의 한학기,토목환경공학과,학부,2019,/partner/expReport.asp?id=15584&page=1&bgbn=R
47,purdue university 에서의 한 학기,전기전자공학과,학부,2019,/partner/expReport.asp?id=15573&page=1&bgbn=R
46,퍼듀에서의 가을학기,행정학과,학부,2018,/partner/expReport.asp?id=15417&page=1&bgbn=R
45,"새로운 환경, 좋은 사람들, 인생최고의 경험, Purdue exchange student",기계공학과,학부,2018,/partner/expReport.asp?id=15387&page=1&bgbn=R
44,잊지 못할 추억을 만든 퍼듀,심리학과,학부,2018,/partner/expReport.asp?id=15265&page=1&bgbn=R
43,Purdue에서 보낸 나의 가을,신소재공학과,학부,2018,/partner/expReport.asp?id=15201&page=1&bgbn=R
42,"2018, Purdue",언더우드 경제,학부,2018,/partner/expReport.asp?id=15192&page=1&bgbn=R
41,퍼듀에서 보낸 2015년 봄,영어영문학과,학부,2015,/partner/expReport.asp?id=11957&page=2&bgbn=R
40,즐거운 퍼듀에서의 일년,사학과,학부,2013,/partner/expReport.asp?id=6973&page=2&bgbn=R
39,"정말 잊지 못할, 행복했던 퍼듀에서의 한 학기",경제학과,학부,2013,/partner/expReport.asp?id=6588&page=2&bgbn=R
38,퍼듀에서의 한학기,화공생명공학과,학부,2013,/partner/expReport.asp?id=6472&page=2&bgbn=R
37,다시 돌아가고 싶은 곳 - Purdue Univ.,경제학과,학부,2013,/partner/expReport.asp?id=6317&page=2&bgbn=R
36,퍼듀에서의 평화로운 1년~,언론홍보영상학과,학부,2012,/partner/expReport.asp?id=6043&page=2&bgbn=R
35,Purdue University,UIC 비교문학,학부,2012,/partner/expReport.asp?id=6028&page=2&bgbn=R
34,퍼듀,경영학과,학부,2011,/partner/expReport.asp?id=6025&page=2&bgbn=R
33,퍼듀에서의 일년,경영학과,학부,2011-2012,/partner/expReport.asp?id=5976&page=2&bgbn=R
32,너무 짧게만 느껴진 퍼듀대학교에서의 한 학기,심리학과,학부,2012,/partner/expReport.asp?id=5649&page=2&bgbn=R
31,퍼듀에서의 가을학기 -남희원,응용통계학과,학부,2011,/partner/expReport.asp?id=5277&page=3&bgbn=R
30,퍼듀에서의 한학기,심리학과,학부,2011,/partner/expReport.asp?id=5256&page=3&bgbn=R
29,"잊을 수 없는 그 곳, 퍼듀대학교",언더우드국제대학 경제학과,학부,2010-2011,/partner/expReport.asp?id=5008&page=3&bgbn=R
28,학부와 대학원의 차이 - Purdue,전기전자공학과,학부,2011,/partner/expReport.asp?id=4879&page=3&bgbn=R
27,"2011 at Purdue, Lafayette",언더우드 국제대학 생명공학과,학부,2011,/partner/expReport.asp?id=4873&page=3&bgbn=R
26,퍼듀에서의 한학기,정치외교학과,학부,2010,/partner/expReport.asp?id=4675&page=3&bgbn=R
25,"Purdue, Go Boilers!!!!",심리학과,학부,2009,/partner/expReport.asp?id=4458&page=3&bgbn=R
24,그리운 purdue,영어영문학과,학부,2009-2010,/partner/expReport.asp?id=4338&page=3&bgbn=R
23,퍼듀에서의 한 학기,영어영문학과,학부,2008,/partner/expReport.asp?id=3933&page=3&bgbn=R
22,퍼듀의 한학기,경제학과,학부,2008,/partner/expReport.asp?id=3728&page=3&bgbn=R
21,퍼듀에서의 1년,정치외교학과,학부,2008-2009,/partner/expReport.asp?id=3710&page=4&bgbn=R
20,Purdue의 가을학기,의예과,학부,2008,/partner/expReport.asp?id=3383&page=4&bgbn=R
19,purdue,국문/신방,학부,2008,/partner/expReport.asp?id=3272&page=4&bgbn=R
18,PURDUE UNIVERSITY,신문방송학과,학부,2008,/partner/expReport.asp?id=3093&page=4&bgbn=R
17,퍼듀,경영학과,학부,2007,/partner/expReport.asp?id=2981&page=4&bgbn=R
16,Purdue에서의,경영학과,학부,2007,/partner/expReport.asp?id=2937&page=4&bgbn=R
15,바쁜 신촌을 벗어나 휴식을 취하고 싶다면..,경영학과,학부,2007,/partner/expReport.asp?id=2898&page=4&bgbn=R
14,Purdue에 대한 객관적인 정보들~,경영학과,학부,2007,/partner/expReport.asp?id=2839&page=4&bgbn=R
13,퍼듀 대학교,경영학과,학부,2007,/partner/expReport.asp?id=2536&page=4&bgbn=R
12,경험보고서,경영학과,학부,2006,/partner/expReport.asp?id=2434&page=4&bgbn=R
11,Purdue에서의 한 학기 생활을 마치며.,의예과,학부,2006,/partner/expReport.asp?id=2311&page=5&bgbn=R
10,너무나 짧았던 Purdue University에서의 1학기.,컴퓨터산업공학과,학부,2006,/partner/expReport.asp?id=2214&page=5&bgbn=R
9,Purdue University를 다녀와서,신문방송학과,학부,2006,/partner/expReport.asp?id=2040&page=5&bgbn=R
8,"서울에 없는 마음의 여유를 찾은 그곳, Purdue",경영학과,학부,2005,/partner/expReport.asp?id=1596&page=5&bgbn=R
7,Purdue University,신문방송학과,학부,2005,/partner/expReport.asp?id=1588&page=5&bgbn=R
6,PURDUE에서의 한학기를 마치고. - 정재은,영어영문학전공,학부,2004,/partner/expReport.asp?id=1404&page=5&bgbn=R
5,Purdue University를 소개합니다!,영어영문학전공,학부,2004,/partner/expReport.asp?id=1387&page=5&bgbn=R
4,Purdue University -박지현,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1291&page=5&bgbn=R
3,Purdue에서의 1년을 보내고,상경대학,학부,2003,/partner/expReport.asp?id=1026&page=5&bgbn=R
2,Perdue Univ.-배기환,기계전자공학부,학부,2000-2001,/partner/expReport.asp?id=252&page=5&bgbn=R
1,Purdue Univ-이성원,경영학전공,학부,1999-2000,/partner/expReport.asp?id=140&page=6&bgbn=R
