No,제목,학과,과정,년도,href
51,린필드에서의 한 학기,수학과,학부,2015,/partner/expReport.asp?id=12756&page=1&bgbn=R
50,인도와도 바꿀 수 없는 Linfield의 추억,경제학과,학부,2015,/partner/expReport.asp?id=12728&page=1&bgbn=R
49,"가을, 린필드.",문화인류학과,학부,2015,/partner/expReport.asp?id=12508&page=1&bgbn=R
48,린필드에서 보낸 한 학기,정치외교학과,학부,2015,/partner/expReport.asp?id=12293&page=1&bgbn=R
47,린필드에서의 한 학기,국어국문학,학부,2014,/partner/expReport.asp?id=12081&page=1&bgbn=R
46,린필드에서의 한학기!!,화학,학부,2014,/partner/expReport.asp?id=12012&page=1&bgbn=R
45,린필드에서의 소중했던 시간,국제학과,학부,2015,/partner/expReport.asp?id=11973&page=1&bgbn=R
44,린필드에서의 일년,영어영문학과,학부,2013-2014,/partner/expReport.asp?id=7580&page=1&bgbn=R
43,Linfield College에서의 봄학기를 지내고,영문,학부,2014,/partner/expReport.asp?id=7199&page=1&bgbn=R
42,"Linfield College, 1년, 남학생",경영학과,학부,2013-2014,/partner/expReport.asp?id=7093&page=1&bgbn=R
41,"Linfield, 내 영혼이 따뜻했던 날들",경영학과,학부,2012-2013,/partner/expReport.asp?id=6353&page=2&bgbn=R
40,푸르르고 우거진 linfield에서의 소중한 추억,경제학과,학부,2012,/partner/expReport.asp?id=6304&page=2&bgbn=R
39,2012 가을학기 린필드 경험보고서,영어영문,학부,2012,/partner/expReport.asp?id=6098&page=2&bgbn=R
38,2012년 2학기 린필드 파견 보고서,경영학과,학부,2012,/partner/expReport.asp?id=5995&page=2&bgbn=R
37,Linfield에서의 소중한 추억을 그리며,심리학과,학부,2012,/partner/expReport.asp?id=5666&page=2&bgbn=R
36,"겨울부터 여름까지, 린필드!",영어영문학,학부,2012,/partner/expReport.asp?id=5659&page=2&bgbn=R
35,"따뜻함 그 이상이었던 나의 스물 두 번째 가을날, Linfield 이야기 :)",행정학과,학부,2011,/partner/expReport.asp?id=5425&page=2&bgbn=R
34,행복했던 Linfield 에서의 생활,식품영양학과,학부,2011,/partner/expReport.asp?id=5251&page=2&bgbn=R
33,연세와는 완전히 다른 Linfield College,경영학과,학부,2011,/partner/expReport.asp?id=5156&page=2&bgbn=R
32,Linfield College에 다녀와서,영어영문학과,학부,2010,/partner/expReport.asp?id=4640&page=2&bgbn=R
31,다람쥐가 넘나들던 린필드에서의 한학기 :),경영학과,학부,2010,/partner/expReport.asp?id=4627&page=3&bgbn=R
30,Linfield에서 보낸 일년!!!!,사학과,학부,2009-2010,/partner/expReport.asp?id=4453&page=3&bgbn=R
29,Priceless Memories at Linfield College :D,생화학전공,학부,2009-2010,/partner/expReport.asp?id=4307&page=3&bgbn=R
28,평온하고 친절한 린필드에서의 한학기,의류환경학과,학부,2009,/partner/expReport.asp?id=3702&page=3&bgbn=R
27,다시 찾고 싶은 그 곳!,영어영문학과,학부,2008-2009,/partner/expReport.asp?id=3682&page=3&bgbn=R
26,213쪽의 일기... 그 이상의 소중한 추억,경영학과,학부,2009,/partner/expReport.asp?id=3670&page=3&bgbn=R
25,Linfield College에서의 1년,영어영문학과,학부,2007-2008,/partner/expReport.asp?id=3107&page=3&bgbn=R
24,경험보고서,경영학과,학부,2007-2008,/partner/expReport.asp?id=3073&page=3&bgbn=R
23,Linfield College,영어영문학과,학부,2007,/partner/expReport.asp?id=2606&page=3&bgbn=R
22,Linfield College,의예과,학부,2006,/partner/expReport.asp?id=2334&page=3&bgbn=R
21,꿈 같았던 한학기,도시공학과,학부,2006,/partner/expReport.asp?id=2289&page=4&bgbn=R
20,Linfield 에서 보낸 한학기,아동가족학과,학부,2006,/partner/expReport.asp?id=2044&page=4&bgbn=R
19,다시 가고 싶은 Linfield!,교육학과,학부,2006,/partner/expReport.asp?id=2029&page=4&bgbn=R
18,잊지못할 Linfield College!!!,경영학과,학부,2005-2006,/partner/expReport.asp?id=2023&page=4&bgbn=R
17,Linfield College_,사학전공,학부,2005,/partner/expReport.asp?id=1612&page=4&bgbn=R
16,린필드에서 한학기,정치외교학과,학부,2004,/partner/expReport.asp?id=1609&page=4&bgbn=R
15,Linfield College,경영학과,학부,2005,/partner/expReport.asp?id=1603&page=4&bgbn=R
14,Linfield College,경영학전공,학부,2004,/partner/expReport.asp?id=1496&page=4&bgbn=R
13,Linfield에서의 한학기,신문방송학과,학부,2004,/partner/expReport.asp?id=1389&page=4&bgbn=R
12,Linfield College,생활디자인전공,학부,2004,/partner/expReport.asp?id=1268&page=4&bgbn=R
11,Linfield에서의 한 학기!,신문방송학과,학부,2004,/partner/expReport.asp?id=1262&page=5&bgbn=R
10,Linfield College - 용수진,경영학전공,학부,2004,/partner/expReport.asp?id=1255&page=5&bgbn=R
9,Linfield College-김현진,영어영문학전공,학부,2002-2003,/partner/expReport.asp?id=954&page=5&bgbn=R
8,Linfield College,주거환경전공,학부,2002,/partner/expReport.asp?id=808&page=5&bgbn=R
7,너무나도 멋졌던 Linfield에서의 추억~,인문학부,학부,2002,/partner/expReport.asp?id=804&page=5&bgbn=R
6,Linfield College - 이동원,경영학전공,학부,2001,/partner/expReport.asp?id=512&page=5&bgbn=R
5,Linfield College - 유지영,심리학전공,학부,2001,/partner/expReport.asp?id=449&page=5&bgbn=R
4,Linfield College - 최하나,물리학전공,학부,2001,/partner/expReport.asp?id=447&page=5&bgbn=R
3,Linfield College,영어영문학전공,학부,2000-2001,/partner/expReport.asp?id=344&page=5&bgbn=R
2,Linfield College-박서영,유럽어문학부,학부,2000-2001,/partner/expReport.asp?id=333&page=5&bgbn=R
1,Linfield College-김희경,인문학부,학부,1999,/partner/expReport.asp?id=277&page=6&bgbn=R
