No,제목,학과,과정,년도,href
5,Best decision ever!,Culture and Design Management,학부,2018-2019,/partner/expReport.asp?id=15472&page=1&bgbn=R
4,잊지 못할 기억이 된 교환학생 생활,정치외교학과,학부,2017,/partner/expReport.asp?id=15235&page=1&bgbn=R
3,로테르담에서의 1학기,언론홍보영상학부,학부,2018,/partner/expReport.asp?id=14999&page=1&bgbn=R
2,제2의 고향 로테르담과 에라스무스 대학,사학,학부,2017,/partner/expReport.asp?id=14601&page=1&bgbn=R
1,평생 그리며 살아갈 나의 로테르담,영어영문학과,학부,2016,/partner/expReport.asp?id=13869&page=1&bgbn=R
