No,제목,학과,과정,년도,href
79,나쁘지는 않은 경험,천문우주학과,학부,2019,/partner/expReport.asp?id=16144&page=1&bgbn=R
78,아쉬움이 가득한 ASU 에서의 한 학기,전기전자공학부,학부,2019,/partner/expReport.asp?id=16090&page=1&bgbn=R
77,ASU 의 한 한기,바이오융합학과,학부,2019,/partner/expReport.asp?id=15711&page=1&bgbn=R
76,ASU에서의 1년,응용통계학과,학부,2018-2019,/partner/expReport.asp?id=15654&page=1&bgbn=R
75,평화롭고 힐링이 되었던 시간,심리학과,학부,2019,/partner/expReport.asp?id=15628&page=1&bgbn=R
74,여전히 잊을 수 없는 애리조나,사회학과/심리학과,학부,2017,/partner/expReport.asp?id=15519&page=1&bgbn=R
73,Arizona에서 한 학기,건설환경공학과,학부,2018,/partner/expReport.asp?id=15348&page=1&bgbn=R
72,정말 많은 걸 배울 수 있었던 애리조나 주립 대학교!,기계공학과,학부,2018,/partner/expReport.asp?id=15332&page=1&bgbn=R
71,ASU 경험보고서,신소재공학과,학부,2018,/partner/expReport.asp?id=15322&page=1&bgbn=R
70,잊을 수 없는 ASU에서의 한학기,실내건축학과,학부,2018년도,/partner/expReport.asp?id=15309&page=1&bgbn=R
69,ASU에 관한 것들.,신소재공학과,학부,2018,/partner/expReport.asp?id=14742&page=2&bgbn=R
68,벌써 그리운 ASU에서의 한 학기,사회복지학과,학부,2017,/partner/expReport.asp?id=14566&page=2&bgbn=R
67,아름다운 애리조나에서의 한 학기,사학과/정치외교학과,학부,2017,/partner/expReport.asp?id=14452&page=2&bgbn=R
66,공대생의 애리조나 탐험기,건축공학과,학부,2017,/partner/expReport.asp?id=14360&page=2&bgbn=R
65,애리조나에서의 봄학기,언론홍보영상학부/스포츠레저학과,학부,2017,/partner/expReport.asp?id=14290&page=2&bgbn=R
64,"ASU 1학기 봄 교환학생, 길지만 자세한 보고서",토목환경공학과,학부,2017,/partner/expReport.asp?id=13924&page=2&bgbn=R
63,ASU에서의 소중한 경험,사회과학대학 행정학과,학부,2017,/partner/expReport.asp?id=13923&page=2&bgbn=R
62,ASU 경험보고서,정치외교학과,학부,2016,/partner/expReport.asp?id=13799&page=2&bgbn=R
61,ASU에서의 경험과 제 생각,경영학과,학부,2016,/partner/expReport.asp?id=13794&page=2&bgbn=R
60,ASU 교환생활,사회복지학과,학부,2016,/partner/expReport.asp?id=13763&page=2&bgbn=R
59,ASU 교환 경험 보고서,식품영양학과,학부,2016,/partner/expReport.asp?id=13726&page=3&bgbn=R
58,ASU에서의 가을학기,사학과,학부,2016,/partner/expReport.asp?id=13612&page=3&bgbn=R
57,꿈같았던 애리조나에서의 한학기,영어영문학과,학부,2014,/partner/expReport.asp?id=13433&page=3&bgbn=R
56,애리조나 생활기~,경제학과,학부,2016,/partner/expReport.asp?id=13349&page=3&bgbn=R
55,매우 긴 ASU 파견 경험보고서,"중어중문학과, 생활디자인학과",학부,2016,/partner/expReport.asp?id=13289&page=3&bgbn=R
54,다시 선택해도 Arizona State,화학과,학부,2016,/partner/expReport.asp?id=13048&page=3&bgbn=R
53,Arizona State University에서의 재미진 한학기~,경영학과,학부,2016,/partner/expReport.asp?id=13019&page=3&bgbn=R
52,ASU에서의 한학기,전기전자공학과,학부,2016,/partner/expReport.asp?id=13008&page=3&bgbn=R
51,전원적인 ASU에 대한 솔직한 후기,영어영문학과,학부,2016,/partner/expReport.asp?id=12965&page=3&bgbn=R
50,꿈처럼 지나간 애리조나에서의 한 학기,행정학과,학부,2016,/partner/expReport.asp?id=12962&page=3&bgbn=R
49,미국에서 가장 아름다운 하늘을 만나보세요.,전기전자공학과,학부,2015,/partner/expReport.asp?id=12640&page=4&bgbn=R
48,ASU에서의 한 학기,사회학과,학부,2015,/partner/expReport.asp?id=12627&page=4&bgbn=R
47,애리조나에서의 한학기!,"영어영문학과, 경영학과",학부,2015,/partner/expReport.asp?id=12617&page=4&bgbn=R
46,잊을 수 없는 애리조나에서의 교환생활 !,정치외교학과,학부,2015,/partner/expReport.asp?id=12533&page=4&bgbn=R
45,Arizona State University,UIC 정치외교학과,학부,2015,/partner/expReport.asp?id=12531&page=4&bgbn=R
44,뜨거운 애리조나에서의 한 학기,영어영문학과,학부,2015,/partner/expReport.asp?id=12513&page=4&bgbn=R
43,여유 넘치고 행복했던 ASU 에서의 한학기,영어영문학과,학부,2015,/partner/expReport.asp?id=12445&page=4&bgbn=R
42,ASU 교환학생 파견 후기,경영학과,학부,2014-2015,/partner/expReport.asp?id=12174&page=4&bgbn=R
41,언제나 다시 가고 싶은 ASU,경제학과,대학원,2015,/partner/expReport.asp?id=12067&page=4&bgbn=R
40,"짧은 기간이지만 많은 것을 바꾼, 애리조나에서의 교환생활!",교육학과 / 영어영문학과,학부,2015,/partner/expReport.asp?id=12064&page=4&bgbn=R
39,제 2의 모교가 될 ASU에서 아름다운 청춘의 한 페이지를 쓰다,국어국문학과,학부,2015,/partner/expReport.asp?id=11986&page=5&bgbn=R
38,언제나 돌아가고 싶은 곳 ASU!,불어불문학과,학부,2014,/partner/expReport.asp?id=11950&page=5&bgbn=R
37,다시 가고 싶은 ASU!,심리학과,학부,2015,/partner/expReport.asp?id=11948&page=5&bgbn=R
36,꿈같은 한 학기,응용통계학과,학부,2015,/partner/expReport.asp?id=11897&page=5&bgbn=R
35,렛츠고투ASU!!,언론홍보영상학부,학부,2015,/partner/expReport.asp?id=11874&page=5&bgbn=R
34,사막 도시에서의 잊지 못할 한 학기!,경제학과,학부,2014,/partner/expReport.asp?id=10735&page=5&bgbn=R
33,좋은 추억이 되었습니다.,경제학과,학부,2014,/partner/expReport.asp?id=8609&page=5&bgbn=R
32,ASU로 돌아가고 싶어요..,사회학과,학부,2012-2013,/partner/expReport.asp?id=6360&page=5&bgbn=R
31,애리조나를 다녀와서,수학과,학부,2012,/partner/expReport.asp?id=6281&page=5&bgbn=R
30,가장 뜨거운 여름을 보내세요!,국어국문/정치외교,학부,2012,/partner/expReport.asp?id=6089&page=5&bgbn=R
29,애리조나에서의 뜨거운 한학기,국어국문학과,학부,2012,/partner/expReport.asp?id=6040&page=6&bgbn=R
28,대학생활의 꽃 애리조나에서의 즐거웠던 교환학생!,경제학과,학부,2012,/partner/expReport.asp?id=6032&page=6&bgbn=R
27,카우보이는 못 봤습니다. 하지만 너무 좋았습니다.,화공생명공학과,학부,2011,/partner/expReport.asp?id=5075&page=6&bgbn=R
26,ASU에서 꿈꾸다-,경제학과,학부,2011,/partner/expReport.asp?id=4926&page=6&bgbn=R
25,애리조나에서의 교환 생활!!!,경영학과,학부,2010-2011,/partner/expReport.asp?id=4925&page=6&bgbn=R
24,"기대함으로 꿈을 꾸는 그 곳, ASU ♪",경영학과,학부,2010,/partner/expReport.asp?id=4782&page=6&bgbn=R
23,ASU 교환학생으로서의 한 학기!,경영학과,학부,2010,/partner/expReport.asp?id=4706&page=6&bgbn=R
22,"소중한 추억을 가져다주었던 구름이 아름다운 곳, ASU",중어중문학과/경제학과,학부,2010,/partner/expReport.asp?id=4609&page=6&bgbn=R
21,ASU♥,경영학과,학부,2009-2010,/partner/expReport.asp?id=4553&page=6&bgbn=R
20,"맑은 하늘이 천국같았던 곳, ASU",경영학과,학부,2009,/partner/expReport.asp?id=4324&page=6&bgbn=R
19,Golden age for my life!,경영학과,학부,2010,/partner/expReport.asp?id=4297&page=7&bgbn=R
18,Arizona State University ♡,중어중문/경영,학부,2010,/partner/expReport.asp?id=4296&page=7&bgbn=R
17,"여유 속의 뜨거움, ASU",경영학과,학부,2009-2010,/partner/expReport.asp?id=4242&page=7&bgbn=R
16,ASU의 매력속으로!,중어중문,학부,2008-2009,/partner/expReport.asp?id=3595&page=7&bgbn=R
15,"ASU - it's hot, hot, HOT!!! :P",경제학과,학부,2008-2009,/partner/expReport.asp?id=3590&page=7&bgbn=R
14,ASU에서의 1년 ^^,경영학과,학부,2008,/partner/expReport.asp?id=3369&page=7&bgbn=R
13,"유유자적의 1년, 잊지 못할 1년 :)",경영학과,학부,2007-2008,/partner/expReport.asp?id=3063&page=7&bgbn=R
12,Arizona에서의 1년을 돌아보며 ~,경영학과,학부,2007,/partner/expReport.asp?id=3023&page=7&bgbn=R
11,The hottest party school in States,경영학과,학부,2007,/partner/expReport.asp?id=3010&page=7&bgbn=R
10,광활한 땅 위에서 만든 끝없는 추억들 - ASU,전기전자공학전공,학부,2007,/partner/expReport.asp?id=2868&page=7&bgbn=R
9,뜨거운 태양이 인상적이었던 ASU,교육학과,학부,2007,/partner/expReport.asp?id=2837&page=8&bgbn=R
8,선인장과 야자수가 가득한 그 곳! ASU!,기계공학과,학부,2007,/partner/expReport.asp?id=2764&page=8&bgbn=R
7,ASU에서의 소중한 추억,기계공학과,학부,2007,/partner/expReport.asp?id=2666&page=8&bgbn=R
6,MY.ASU.EDU,정보산업공학과,학부,2006,/partner/expReport.asp?id=2490&page=8&bgbn=R
5,"HOT university, ASU =)",신문방송학과,학부,2006,/partner/expReport.asp?id=2331&page=8&bgbn=R
4,Arizona Dream - 애리조나 주립대학에 다녀와서,1020011,학부,2005,/partner/expReport.asp?id=1989&page=8&bgbn=R
3,Arizona State University,경제학과,학부,2005,/partner/expReport.asp?id=1861&page=8&bgbn=R
2,Arizona State University,아동가족/신문방송,학부,2005,/partner/expReport.asp?id=1846&page=8&bgbn=R
1,교환학생 경험보고서,경영학과,학부,2005,/partner/expReport.asp?id=1834&page=8&bgbn=R
