No,제목,학과,과정,년도,href
116,시애틀에서 - Sunny in Seattle,정치외교학과,학부,2010-2011,/partner/expReport.asp?id=5242&page=6&bgbn=R
115,"워싱턴 주, 시애틀, UW에서 보고 느낀 시시콜콜한 모든 것 :).",신문방송/심리학,학부,2010-2011,/partner/expReport.asp?id=5188&page=6&bgbn=R
114,Biology,UIC LSBT,학부,2008,/partner/expReport.asp?id=5149&page=6&bgbn=R
113,"여유있는 아름다운 도시, 시애틀",경제학과,학부,2010-2011,/partner/expReport.asp?id=5134&page=6&bgbn=R
112,Exchange experience at UW,UIC-LSBT,학부,2010-2011,/partner/expReport.asp?id=5121&page=6&bgbn=R
111,"벌써 그리운 시애틀, UW에서의 일년",경영학과,학부,2010-2011,/partner/expReport.asp?id=5071&page=6&bgbn=R
110,내 인생 가장 기억에 남을 9개월,경제학과,학부,2010-2011,/partner/expReport.asp?id=5003&page=6&bgbn=R
109,"햇빛 보슬비 하늘 잔디 여유 활기- UW, Seattle",주거환경/경영,학부,2010-2011,/partner/expReport.asp?id=4996&page=6&bgbn=R
108,여유와 친절의 도시 시애틀,심리/언홍영,학부,2010-2011,/partner/expReport.asp?id=4973&page=6&bgbn=R
107,아름다운 자연과 도시의 편리함이 공존하는 곳,심리학과,학부,2009-2010,/partner/expReport.asp?id=4969&page=7&bgbn=R
106,제 2의 고향으로 삼고 싶은 시애틀:),경영학과,학부,2010-2011,/partner/expReport.asp?id=4958&page=7&bgbn=R
105,Univ. of Washington,영어영문학과,학부,2009-2010,/partner/expReport.asp?id=4829&page=7&bgbn=R
104,"행복했던 기억의 한 조각, 시애틀",영어영문학과/경영학과,학부,2009-2010,/partner/expReport.asp?id=4570&page=7&bgbn=R
103,아름다운 것이 많이 숨겨진 시애틀,독어독문학과,학부,2009-2010,/partner/expReport.asp?id=4566&page=7&bgbn=R
102,"시애틀, 너는 나의 힘!",사회복지학과,학부,2009-2010,/partner/expReport.asp?id=4534&page=7&bgbn=R
101,Udub,경영학과,학부,2009-2010,/partner/expReport.asp?id=4532&page=7&bgbn=R
100,University of Washington 경험보고서,경영학과,학부,2009-2010,/partner/expReport.asp?id=4492&page=7&bgbn=R
99,"UW, Seattle, 잊지 못할 추억들.",응용통계학과,학부,2009-2010,/partner/expReport.asp?id=4465&page=7&bgbn=R
98,내인생의 최고로 행복했던 추억! UW,"교육학과, 불어불문학과",학부,2009-2010,/partner/expReport.asp?id=4447&page=7&bgbn=R
97,가장 행복했던 시간들,경영학과,학부,2009-2010,/partner/expReport.asp?id=4446&page=8&bgbn=R
96,"UW, 그토록 아름다운 곳",영어영문학/정치외교학,학부,2009-2010,/partner/expReport.asp?id=4396&page=8&bgbn=R
95,University of Washington,수학과/응용통계학과,학부,2009-2010,/partner/expReport.asp?id=4361&page=8&bgbn=R
94,University of Washington '-',행정/경영,학부,2009-2010,/partner/expReport.asp?id=4349&page=8&bgbn=R
93,유덥,경영학과,학부,2009~2010,/partner/expReport.asp?id=4314&page=8&bgbn=R
92,좋은 기억으로 가득했던 UW,컴퓨터과학과,학부,2009-2010,/partner/expReport.asp?id=4279&page=8&bgbn=R
91,"University of Washington, Seattle ♥",심리/신방,학부,2009-2010,/partner/expReport.asp?id=4261&page=8&bgbn=R
90,"커피와 재즈가 있는 낭만적인 도시, Seattle",법학과,학부,2009,/partner/expReport.asp?id=4204&page=8&bgbn=R
89,나의 열정을 불태우는 최고의 무대 Seattle,경영학과,학부,2009,/partner/expReport.asp?id=4178&page=8&bgbn=R
88,씨애틀에서 보낸 6개월의 시간,영어영문학과,학부,2009,/partner/expReport.asp?id=4177&page=8&bgbn=R
87,스스로 나아가기,도시공학과,학부,2009,/partner/expReport.asp?id=4139&page=9&bgbn=R
86,나를 성장시킨 그 곳,정치외교학과,학부,2009,/partner/expReport.asp?id=4107&page=9&bgbn=R
85,잊지못할 추억의 U of W,건축공학과,학부,2009,/partner/expReport.asp?id=3862&page=9&bgbn=R
84,UW in Seattle,심리/경영,학부,2009,/partner/expReport.asp?id=3855&page=9&bgbn=R
83,벚꽃과 어우러진 자연이 아름다운 항구도시 시애틀,국어국문,학부,2009,/partner/expReport.asp?id=3831&page=9&bgbn=R
82,즐거웠던 UW,경영학과,학부,2009,/partner/expReport.asp?id=3817&page=9&bgbn=R
81,"평생 잊지 못할 소중한 시간들,",영어영문학과,학부,2009,/partner/expReport.asp?id=3813&page=9&bgbn=R
80,with coffee,경영학과,학부,2009,/partner/expReport.asp?id=3804&page=9&bgbn=R
79,유덥을 다녀와서,경영학과,학부,2009,/partner/expReport.asp?id=3799&page=9&bgbn=R
78,"특별한 낭만이 있는 도시 Seattle, 그리고 UW",경영학과,학부,2009,/partner/expReport.asp?id=3796&page=9&bgbn=R
77,항상 그리운 University of Washington,전기전자공학/경제학,학부,2009,/partner/expReport.asp?id=3792&page=10&bgbn=R
76,꿈,생명공학과,학부,2009,/partner/expReport.asp?id=3778&page=10&bgbn=R
75,다시돌아가고 싶은 그곳 Seattle,정보산업공학과,학부,2009,/partner/expReport.asp?id=3772&page=10&bgbn=R
74,솔직히 잠은 잘오는 시애틀,전기전자공학부,학부,2007~2008,/partner/expReport.asp?id=3331&page=10&bgbn=R
73,유덥,생물학과,학부,2007-2008,/partner/expReport.asp?id=3293&page=10&bgbn=R
72,"하늘이 아름다운 UW, Seattle",정치외교학과,학부,2007-2008,/partner/expReport.asp?id=3287&page=10&bgbn=R
71,Emerald City,심리학과,학부,2007-2008,/partner/expReport.asp?id=3249&page=10&bgbn=R
70,the very best,정치외교학과,학부,2005-2006,/partner/expReport.asp?id=3205&page=10&bgbn=R
69,"또 하나의 모교, University of Washington.",영어영문학/정치외교학,학부,2007-2008,/partner/expReport.asp?id=3201&page=10&bgbn=R
68,유덥에 다녀 왔습니다.,영어영문학과,학부,2007-2008,/partner/expReport.asp?id=3196&page=10&bgbn=R
67,조용한 도시 시애틀의 활기찬 학교 UW,영어영문/경영,학부,2007-2008,/partner/expReport.asp?id=3141&page=11&bgbn=R
66,꿈같이 지나간 UW에서의 9개월,중어중문/경영,학부,2007-2008,/partner/expReport.asp?id=3096&page=11&bgbn=R
65,UDUB 에서의 9개월,화학공학과/경영학과,학부,2007-2008,/partner/expReport.asp?id=3092&page=11&bgbn=R
64,"순간순간이 소중했던 UW, Seattle",경영학과,학부,2007-2007,/partner/expReport.asp?id=3043&page=11&bgbn=R
63,UW and the Emerald City,경영학과/경제,학부,2006-2007,/partner/expReport.asp?id=2953&page=11&bgbn=R
62,나도 모르게 훌쩍 커버린 씨애틀에서의 1년,경영학과,학부,2006-2007,/partner/expReport.asp?id=2905&page=11&bgbn=R
61,"University of Washington, Seattle",경영학과,학부,2006-2007,/partner/expReport.asp?id=2783&page=11&bgbn=R
60,유덥,경영,학부,2006-2007,/partner/expReport.asp?id=2779&page=11&bgbn=R
59,"시애틀, 이토록 그리울 줄 몰랐던",사회학과,학부,2006-2007,/partner/expReport.asp?id=2776&page=11&bgbn=R
58,University of Washington 경험보고서,문헌정보학과,학부,2006-2007,/partner/expReport.asp?id=2773&page=11&bgbn=R
57,UW,경영학과,학부,2006-2007,/partner/expReport.asp?id=2771&page=12&bgbn=R
56,유덥과 시애틀,경영학과,학부,2006-2007,/partner/expReport.asp?id=2767&page=12&bgbn=R
55,"언제나 기억될 그곳, UW.",경영학과,학부,2006-2007,/partner/expReport.asp?id=2761&page=12&bgbn=R
54,"한적하고 아름다운 곳, 시애틀.",응용통계/경영,학부,2005-2006,/partner/expReport.asp?id=2749&page=12&bgbn=R
53,UW 100배 즐기기 :-),경영학과,학부,2006-2007,/partner/expReport.asp?id=2748&page=12&bgbn=R
52,"UW, Seattle 에서의 1년을 기억하며.",경영학과,학부,2006-2007,/partner/expReport.asp?id=2674&page=12&bgbn=R
51,UW - one of the best choices in my life,경영학과,학부,2006-2007,/partner/expReport.asp?id=2637&page=12&bgbn=R
50,시애틀 시애틀 시애틀.,정치외교학과,학부,2005-2006,/partner/expReport.asp?id=2450&page=12&bgbn=R
49,"자아를 발견하고 성장시키는 공간, 시애틀을 찾아서.",경영학과,학부,2005-2006,/partner/expReport.asp?id=2297&page=12&bgbn=R
48,잊지못할 UW에서의 추억,영어영문학과,학부,2005-2006,/partner/expReport.asp?id=2260&page=12&bgbn=R
47,Sleepless in Seattle,경영학과,학부,2005-2006,/partner/expReport.asp?id=2241&page=13&bgbn=R
46,"인생의 터닝포인트, UW에서의 1년",경영학과,학부,2005-2006,/partner/expReport.asp?id=2212&page=13&bgbn=R
45,"University of Washington, Seattle",상경대학 경제학과,학부,2005-2006,/partner/expReport.asp?id=2185&page=13&bgbn=R
44,기억속의 시애틀,경영학과,학부,2005-2006,/partner/expReport.asp?id=2151&page=13&bgbn=R
43,"마음 한 구석에 크게 자리 잡은 그 곳, 유덥.",정보산업공학과,학부,2005-2006,/partner/expReport.asp?id=2146&page=13&bgbn=R
42,"잊지 못 할 그 곳, 그 시간",경영학과,학부,2005-2006,/partner/expReport.asp?id=2133&page=13&bgbn=R
41,"소중한 추억이 살아 숨쉬는 곳, UW을 소개합니다.",경영학과,학부,2005-2006,/partner/expReport.asp?id=2059&page=13&bgbn=R
40,UDUB,노어노문/신문방송,학부,2004-2005,/partner/expReport.asp?id=2022&page=13&bgbn=R
39,내겐 정말 특별했던 UW에서의 1년,신문방송학과,학부,2004-2005,/partner/expReport.asp?id=2007&page=13&bgbn=R
38,"UW에서의 1년, 더 큰 세상을 경험하다. ^-^",경영학과,학부,2004-2005,/partner/expReport.asp?id=2002&page=13&bgbn=R
37,University of Washington,심리,학부,2004-2005,/partner/expReport.asp?id=1957&page=14&bgbn=R
36,University of Washington 에서의 일년.,경영학과,학부,2004-2005,/partner/expReport.asp?id=1908&page=14&bgbn=R
35,University of Washington,영어영문학과,학부,2004-2005,/partner/expReport.asp?id=1863&page=14&bgbn=R
34,Unforgettable life at UW,영어영문/경영,학부,2004-2005,/partner/expReport.asp?id=1857&page=14&bgbn=R
33,University of Washington,생명공학과,학부,2004-2005,/partner/expReport.asp?id=1855&page=14&bgbn=R
32,"Univ. of Washington ""U-DUB""",생화학과,학부,2004-2005,/partner/expReport.asp?id=1750&page=14&bgbn=R
31,University of Washington,정치외교학과,학부,2004-2005,/partner/expReport.asp?id=1725&page=14&bgbn=R
30,University of Washington in Seattle,문과대학 심리학과,학부,2004-2005,/partner/expReport.asp?id=1722&page=14&bgbn=R
29,2004~2005 University of Washington,영어영문과,학부,2004-2005,/partner/expReport.asp?id=1699&page=14&bgbn=R
28,Univesity of Washington,상경계열,학부,2003-2004,/partner/expReport.asp?id=1557&page=14&bgbn=R
27,University of Washington,,학부,2003-2004,/partner/expReport.asp?id=1521&page=15&bgbn=R
26,University of Washington,신문방송학과,학부,2003-2004,/partner/expReport.asp?id=1437&page=15&bgbn=R
25,University of Washington,컴퓨터·산업공학전공,학부,2003-2004,/partner/expReport.asp?id=1243&page=15&bgbn=R
24,University of Washington,경제학전공,학부,2003-2004,/partner/expReport.asp?id=1226&page=15&bgbn=R
23,University of Washington,영어영문학전공,학부,2003-2004,/partner/expReport.asp?id=1202&page=15&bgbn=R
22,University of Washington - 조나은,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1192&page=15&bgbn=R
21,University of Washington에서의 1년,정치외교학과,학부,2003-2004,/partner/expReport.asp?id=1190&page=15&bgbn=R
20,U of Wash. - 박보람,생명공학전공,학부,2003-2004,/partner/expReport.asp?id=1188&page=15&bgbn=R
19,University of Washington-장혜선,경영학전공,학부,2003-2004,/partner/expReport.asp?id=1172&page=15&bgbn=R
18,U of Washington - 이신우,사학전공,학부,2002-2003,/partner/expReport.asp?id=998&page=15&bgbn=R
17,UW 경험보고서,영어영문학전공,학부,2002-2003,/partner/expReport.asp?id=876&page=16&bgbn=R
16,University of Washington-윤지원,심리학전공,학부,2002-2003,/partner/expReport.asp?id=875&page=16&bgbn=R
15,University of Washington,경영학전공,학부,2002-2003,/partner/expReport.asp?id=874&page=16&bgbn=R
14,UDUB,정치외교학과,학부,2002-2003,/partner/expReport.asp?id=866&page=16&bgbn=R
13,U of Washington - 최우성,경영학전공,학부,2001-2002,/partner/expReport.asp?id=592&page=16&bgbn=R
12,U of Washington - 김미영,영어영문학전공,학부,2001-2002,/partner/expReport.asp?id=566&page=16&bgbn=R
11,U of Washington - 김수현,영어영문학전공,학부,2001-2002,/partner/expReport.asp?id=562&page=16&bgbn=R
10,U of Washington - 지효미,경영학전공,학부,2001,/partner/expReport.asp?id=504&page=16&bgbn=R
9,U of Washinton - 신정현,상경계열,학부,2001,/partner/expReport.asp?id=486&page=16&bgbn=R
8,U of Washington-안재훈,경영학전공,학부,2000,/partner/expReport.asp?id=204&page=16&bgbn=R
7,U of Washington-정대식,사회학전공,학부,2000,/partner/expReport.asp?id=203&page=17&bgbn=R
6,U of Washington-김태희,상경대학,학부,2000,/partner/expReport.asp?id=199&page=17&bgbn=R
5,U of Washington-한혜원,영어영문학전공,학부,1999-2000,/partner/expReport.asp?id=150&page=17&bgbn=R
4,U of Washington-갈민정,인문학부,학부,1999-2000,/partner/expReport.asp?id=146&page=17&bgbn=R
3,U of Washington-김진수,신문방송학과,학부,1998-1999,/partner/expReport.asp?id=94&page=17&bgbn=R
2,U of Washington-정효진,사회복지학과,학부,1998-1999,/partner/expReport.asp?id=80&page=17&bgbn=R
1,U of Washington-정기창,대학원,대학원,1999,/partner/expReport.asp?id=79&page=17&bgbn=R
