No,제목,학과,과정,년도,href
6,Ciao L'italia !!!,실내건축학과,학부,2014,/partner/expReport.asp?id=10678&page=1&bgbn=R
5,다시 가고 싶다...,건축학과,학부,2014,/partner/expReport.asp?id=8611&page=1&bgbn=R
4,USAC VITERBO 2013,건축학과,학부,2013,/partner/expReport.asp?id=6962&page=1&bgbn=R
3,꿈만 같던 이탈리아에서의 1년,건축학과,학부,2011,/partner/expReport.asp?id=5417&page=1&bgbn=R
2,Viva in Italia!,건축학과,학부,2010,/partner/expReport.asp?id=4572&page=1&bgbn=R
1,이탈리아를 한가득 느끼고 온 1년,사학과,학부,2008-2009,/partner/expReport.asp?id=3623&page=1&bgbn=R
