No,제목,학과,과정,년도,href
63,행복했던 채플힐에서의 한학기,경제학과,학부,2019,/partner/expReport.asp?id=15645&page=1&bgbn=R
62,The Tar Heel Guide,심리학과,학부,2018-2019,/partner/expReport.asp?id=15606&page=1&bgbn=R
61,꿈 같았던 채플힐에서의 한학기,언더우드학부 경제학과,학부,2019,/partner/expReport.asp?id=15577&page=1&bgbn=R
60,UNC-CH 경험보고서,아시아학과,학부,2018,/partner/expReport.asp?id=15220&page=1&bgbn=R
59,Go Tar Heels! Chapel Hill에서의 잊을 수 없는 한 학기,언더우드학부 경제학과,학부,2018,/partner/expReport.asp?id=15197&page=1&bgbn=R
58,채플힐에서의 경험,언더우드 경제학부,학부,2018,/partner/expReport.asp?id=15196&page=1&bgbn=R
57,채플힐에서 한학기,언더우드학부 국제학과 (IS),학부,2018,/partner/expReport.asp?id=15169&page=1&bgbn=R
56,돌아보면 참 행복했던 1년동안의 채플힐에서의 생활,문화디자인경영,학부,2017,/partner/expReport.asp?id=14641&page=1&bgbn=R
55,한적하고 평화로운 채플힐에서의 한 학기,심리학과,학부,2017,/partner/expReport.asp?id=14577&page=1&bgbn=R
54,채플힐에서의 1년,응용통계학과,학부,2017,/partner/expReport.asp?id=14362&page=1&bgbn=R
53,나 자신을 찾을 수 있었던 채플힐에서의 한 학기,시스템생물학과,학부,2017,/partner/expReport.asp?id=14021&page=2&bgbn=R
52,여유로웠던 채플힐에서의 한학기,언더우드학부 경제학,학부,2017,/partner/expReport.asp?id=13961&page=2&bgbn=R
51,행복하고 즐거웠던 5개월 간의 교환생활,사회과학대학 정치외교학과,학부,2016,/partner/expReport.asp?id=13501&page=2&bgbn=R
50,UNC-Chapel Hill에서의 가을학기. Go Tar Heels!,언더우드학부 생명과학공학,학부,2016,/partner/expReport.asp?id=13495&page=2&bgbn=R
49,채플힐에서의 1년,영어영문학과,학부,2015-2016,/partner/expReport.asp?id=13234&page=2&bgbn=R
48,채플힐에서의 일년,언더우드 경제학과,학부,2015-2016,/partner/expReport.asp?id=12977&page=2&bgbn=R
47,채플힐에서의 한 학기,독어독문학과,학부,2016,/partner/expReport.asp?id=12858&page=2&bgbn=R
46,Chapel Hill에서의 1년,정치외교학과,학부,2015,/partner/expReport.asp?id=12827&page=2&bgbn=R
45,채플힐에서의 1년,국제학부 정치외교학과,학부,2015,/partner/expReport.asp?id=12824&page=2&bgbn=R
44,채플힐에서 보낸 1년.,교육학과,학부,2015,/partner/expReport.asp?id=12808&page=2&bgbn=R
43,채플힐,행정학과,학부,2015,/partner/expReport.asp?id=12769&page=3&bgbn=R
42,채플힐에서의 한학기,스포츠레저학과,학부,2015,/partner/expReport.asp?id=12768&page=3&bgbn=R
41,한가하고 아름다운 채플힐에서의 한 학기,경영학과,학부,2015,/partner/expReport.asp?id=12697&page=3&bgbn=R
40,평생 잊을 수 없을 채플힐에서의 한학기,경제학과,학부,2015,/partner/expReport.asp?id=12397&page=3&bgbn=R
39,채플힐에서 한 학기 쉬어가기.,신문방송학과,학부,2015,/partner/expReport.asp?id=12107&page=3&bgbn=R
38,채플힐 철학과 대학원에서의 두학기,철학과,대학원,2015,/partner/expReport.asp?id=12070&page=3&bgbn=R
