No,제목,학과,과정,년도,href
2,코로나 시기에 바젤에서 살아남기,의류환경학과,학부,2020,/partner/expReport.asp?id=16602&page=1&bgbn=R
1,바젤에서,언론홍보영상학부,학부,2019,/partner/expReport.asp?id=16377&page=1&bgbn=R
