No,제목,학과,과정,년도,href
162,아직도 생생한 UBC에서의 두 학기!,경영,학부,2019-2020,/partner/expReport.asp?id=16682&page=1&bgbn=R
161,기억에 남을 UBC에서의 한 학기,경제학과,학부,2020,/partner/expReport.asp?id=16632&page=1&bgbn=R
160,UBC에서의 한 학기,사회복지학과,학부,2020,/partner/expReport.asp?id=16552&page=1&bgbn=R
159,UBC에서의 한 학기,문화디자인경영,학부,2020,/partner/expReport.asp?id=16546&page=1&bgbn=R
158,캐나다 UBC 교환 (1-5월),교육학과,학부,2020,/partner/expReport.asp?id=16544&page=1&bgbn=R
157,20-1 UBC 교환생활,행정학과,학부,2020,/partner/expReport.asp?id=16539&page=1&bgbn=R
156,새로운 경험을 선사해 준 UBC에서의 생활,국어국문학,학부,2020,/partner/expReport.asp?id=16457&page=1&bgbn=R
155,UBC에서의 한 학기,응용통계학과,학부,2020,/partner/expReport.asp?id=16441&page=1&bgbn=R
154,UBC에서의 한 학기,경제학과,학부,2019,/partner/expReport.asp?id=16305&page=1&bgbn=R
153,UBC에서의 행복했던 한 학기,의예과,학부,2019,/partner/expReport.asp?id=16294&page=1&bgbn=R
152,"조용하고 평화로웠던 밴쿠버, UBC에서의 한 학기","국어국문학과, 심리학과",학부,2019,/partner/expReport.asp?id=16281&page=2&bgbn=R
151,UBC에서 보낸 가을,심리학,학부,2019,/partner/expReport.asp?id=16249&page=2&bgbn=R
150,자연과 함께 했던 UBC에서의 한 학기,응용통계학과,학부,2019,/partner/expReport.asp?id=16110&page=2&bgbn=R
149,캐나다를 느꼈던 한 학기 UBC,경영학과,학부,2019,/partner/expReport.asp?id=16099&page=2&bgbn=R
148,UBC에서의 두 학기,창의기술경영,학부,2018-2019,/partner/expReport.asp?id=15941&page=2&bgbn=R
147,UBC 교환생활,바이오융합,학부,2019,/partner/expReport.asp?id=15881&page=2&bgbn=R
146,UBC에서의 한 학기,영어영문학과,학부,2019,/partner/expReport.asp?id=15815&page=2&bgbn=R
145,A Year At UBC,Underwood International College,학부,2018-2019,/partner/expReport.asp?id=15652&page=2&bgbn=R
144,제 3의 마음의 고향이 된 밴쿠버,경제학부,학부,2019,/partner/expReport.asp?id=15650&page=2&bgbn=R
143,2019 UBC,영어영문학과,학부,2019,/partner/expReport.asp?id=15591&page=2&bgbn=R
142,UBC,생명공학과,학부,2019,/partner/expReport.asp?id=15590&page=3&bgbn=R
141,2019 UBC,GSIS,학부,2019-1,/partner/expReport.asp?id=15557&page=3&bgbn=R
140,2019-1 UBC,국제학과,학부,2019,/partner/expReport.asp?id=15548&page=3&bgbn=R
139,2018년 2학기 UBC,경제학과,학부,2018,/partner/expReport.asp?id=15250&page=3&bgbn=R
138,2018 UBC,국제학부,학부,2018,/partner/expReport.asp?id=15244&page=3&bgbn=R
137,UBC 2018 term 1,국제학과,학부,2018,/partner/expReport.asp?id=15179&page=3&bgbn=R
136,UBC 2018 9월학기,국제학부,학부,2018,/partner/expReport.asp?id=15170&page=3&bgbn=R
135,A Year at UBC,Underwood International College,학부,2017-2018,/partner/expReport.asp?id=14974&page=3&bgbn=R
134,인생에서 평생 잊지 못할 시간이 된 UBC에서의 시간,문헌정보학과,대학원,2018,/partner/expReport.asp?id=14926&page=3&bgbn=R
133,UBC에서의 1년,경영학과,학부,2017-2018,/partner/expReport.asp?id=14920&page=3&bgbn=R
132,Vancouver Life,국제통상,학부,2017-2018,/partner/expReport.asp?id=14827&page=4&bgbn=R
131,UBC 교환학생 경험보고서,경영학과,학부,2018,/partner/expReport.asp?id=14746&page=4&bgbn=R
130,UBC에서 보낸 행복했던 한 학기,영어영문학과,학부,2018,/partner/expReport.asp?id=14739&page=4&bgbn=R
129,UBC 교환학생 기록,심리학과,학부,2018,/partner/expReport.asp?id=14706&page=4&bgbn=R
128,UBC 교환 꿀팁!!,경영학과,학부,2016,/partner/expReport.asp?id=14702&page=4&bgbn=R
127,햇살같은 캐나다 UBC에서의 한 학기,언더우드국제대학 아시아학부,학부,2017,/partner/expReport.asp?id=14595&page=4&bgbn=R
126,행복했던 밴쿠버에서의 한 학기!,언더우드국제대학 아시아학부,학부,2017,/partner/expReport.asp?id=14593&page=4&bgbn=R
125,평생 잊지 못할 UBC에서의 한학기,사학과,학부,2017,/partner/expReport.asp?id=14571&page=4&bgbn=R
124,꿈만 같았던 UBC에서의 1년,정치외교학과,학부,2017,/partner/expReport.asp?id=14532&page=4&bgbn=R
123,행복했던 UBC에서의 한 학기,언더우드국제대학 계량위험관리,학부,2017,/partner/expReport.asp?id=14510&page=4&bgbn=R
122,자연이 아름다운 캐나다 밴쿠버에서의 한 학기,영어영문학과,학부,2017,/partner/expReport.asp?id=14379&page=5&bgbn=R
121,평화로웠던 벤쿠버에서의 한 학기,영어영문학과,학부,2017,/partner/expReport.asp?id=14378&page=5&bgbn=R
120,UBC에서의 한학기,언더우드학부 경제학과,학부,2017,/partner/expReport.asp?id=14377&page=5&bgbn=R
119,내 인생 가장 행복했던 벤쿠버에서의 4개월,영어영문학과,학부,2017,/partner/expReport.asp?id=14366&page=5&bgbn=R
118,일몰이 인상적인 밴쿠버에서의 한 학기,생활디자인,학부,2017,/partner/expReport.asp?id=14308&page=5&bgbn=R
117,유난히 빠르게 흘러간 UBC에서의 한 학기,언론홍보영상학부,학부,2017,/partner/expReport.asp?id=14088&page=5&bgbn=R
116,University of British Columbia 경험보고서,영어영문학과,학부,2016-2017,/partner/expReport.asp?id=14076&page=5&bgbn=R
115,잊혀지지 않는 밴쿠버에서의 한 학기,경제학과,학부,2016,/partner/expReport.asp?id=13878&page=5&bgbn=R
114,UBC에서 한학기,경영학과,학부,2016,/partner/expReport.asp?id=13683&page=5&bgbn=R
113,바다 옆 UBC에서의 1년,경영학과,학부,2016,/partner/expReport.asp?id=13590&page=5&bgbn=R
112,벤쿠버에서 한학기,생화학과,학부,2016,/partner/expReport.asp?id=13572&page=6&bgbn=R
111,밴쿠버에서의 한 학기,생화학과,학부,2016,/partner/expReport.asp?id=13571&page=6&bgbn=R
110,"UBC, 벤쿠버와 함께한 4개월",컴퓨터과학과,학부,2016,/partner/expReport.asp?id=13535&page=6&bgbn=R
109,UBC에서의 한학기,언더우드국제대학 정치외교학과,학부,2016,/partner/expReport.asp?id=13320&page=6&bgbn=R
108,"행복했던 UBC 교환학생 생활, 그 속에서 얻은 몇가지 팁",경영학과,학부,2015-2016,/partner/expReport.asp?id=13177&page=6&bgbn=R
107,평화로운 UBC에서의 한 학기,사회학과,학부,2016,/partner/expReport.asp?id=12970&page=6&bgbn=R
106,UBC,경영학과,학부,2016,/partner/expReport.asp?id=12897&page=6&bgbn=R
105,UBC 1년 교환 생활,언더우드국제학부 계량위험관리,학부,2015-2016,/partner/expReport.asp?id=12883&page=6&bgbn=R
104,UBC,심리학과,학부,2015-2016,/partner/expReport.asp?id=12877&page=6&bgbn=R
103,UBC 2016년 봄학기 교환학생 파견 보고서,영어영문학과,학부,2016,/partner/expReport.asp?id=12856&page=6&bgbn=R
102,University of British Columbia,경영학과,학부,2015-2016,/partner/expReport.asp?id=12848&page=7&bgbn=R
101,유비씨에서의 한학기,정치외교,학부,2015,/partner/expReport.asp?id=12787&page=7&bgbn=R
100,UBC에서의 잊을 수 없는 한 학기,"아시아학과, 정치외교학과",학부,2015,/partner/expReport.asp?id=12776&page=7&bgbn=R
99,UBC에서의 기억에 남을 한학기,응용통계학과,학부,2015,/partner/expReport.asp?id=12671&page=7&bgbn=R
98,UBC에서 살아남는 꿀팁,영어영문학과,학부,2015,/partner/expReport.asp?id=12423&page=7&bgbn=R
97,UBC에서의 뜻 깊었던 한 학기,아시아학과,학부,2014,/partner/expReport.asp?id=12310&page=7&bgbn=R
96,"내 마음의 고향, 벤쿠버 그리고 UBC",아동가족학과,학부,2014-2015,/partner/expReport.asp?id=12250&page=7&bgbn=R
95,2014-15 UBC 경험보고서,컴퓨터과학과,학부,2014-2015,/partner/expReport.asp?id=12097&page=7&bgbn=R
94,UBC에서의 한 학기.,토목환경공학과,학부,2014,/partner/expReport.asp?id=12014&page=7&bgbn=R
93,"UBC, 넓은 세상으로의 첫 걸음","불어불문학, 정치외교학",학부,2015,/partner/expReport.asp?id=11970&page=7&bgbn=R
92,"나의 최고의 한학기, UBC!",행정학과,학부,2015,/partner/expReport.asp?id=11969&page=8&bgbn=R
91,내가 바랬던 것 그이상의 UBC,독어독문학과,학부,2015,/partner/expReport.asp?id=11968&page=8&bgbn=R
