No,제목,학과,과정,년도,href
23,행복했던 Westminster의 한 학기,정치외교학과,학부,2016,/partner/expReport.asp?id=14397&page=1&bgbn=R
22,후회 없었던 Westminster College에서의 일년,영어영문,학부,2016-2017,/partner/expReport.asp?id=13911&page=1&bgbn=R
21,웨스트민스터에서의 일 년,심리학과,학부,2016,/partner/expReport.asp?id=13725&page=1&bgbn=R
20,Westminster 에서의 잊지 못할 한 학기,경제학과,학부,2015,/partner/expReport.asp?id=13452&page=1&bgbn=R
19,Westminster College에서의 한 학기,노어노문학과,학부,2016,/partner/expReport.asp?id=13164&page=1&bgbn=R
18,Westminster에서의 여유로웠던 1년,아동가족학/심리학,학부,2015-2016,/partner/expReport.asp?id=13159&page=1&bgbn=R
17,새로운 문화를 경험할 수 있던 시기,생활디자인/언론홍보영상,학부,2015,/partner/expReport.asp?id=12495&page=1&bgbn=R
16,최고의 일년,영어영문,학부,2014,/partner/expReport.asp?id=12305&page=1&bgbn=R
15,많이 성숙했던 시간,디자인/심리학과,학부,2014,/partner/expReport.asp?id=12231&page=1&bgbn=R
14,예상과는 달랐지만 값진 경험이었던 한 학기,경영학과,학부,2015,/partner/expReport.asp?id=12218&page=1&bgbn=R
13,Westminter College 에서의 한학기!,신학과,학부,2013,/partner/expReport.asp?id=6981&page=2&bgbn=R
12,Westminster college에서의 따뜻한 한학기,정치외교학과,학부,2013,/partner/expReport.asp?id=6914&page=2&bgbn=R
11,잊지못할 Westminster에서의 한 학기,심리학과,학부,2011,/partner/expReport.asp?id=5293&page=2&bgbn=R
10,2011 Westminster에서의 값진 1년,영어영문학과,학부,2011,/partner/expReport.asp?id=5239&page=2&bgbn=R
9,내 인생의 전환점이 된 시간,경영학과,학부,2010,/partner/expReport.asp?id=4250&page=2&bgbn=R
8,westminster college 만의 장점을 최대한 활용하세요,신문방송학과,학부,2009,/partner/expReport.asp?id=4086&page=2&bgbn=R
7,Westminster에서의 따뜻했던 시간,신문방송학과,학부,2008-2009,/partner/expReport.asp?id=3903&page=2&bgbn=R
6,Westminster 교환학생 경험보고서,경영학과,학부,2008,/partner/expReport.asp?id=3417&page=2&bgbn=R
5,westminster에서의 한 학기,영어영문,학부,2008,/partner/expReport.asp?id=3200&page=2&bgbn=R
4,Westminster 경험 보고서,심리학과,학부,2006,/partner/expReport.asp?id=2322&page=2&bgbn=R
3,Westminster에서의 일년,영어영문학과,학부,2005,/partner/expReport.asp?id=1945&page=3&bgbn=R
2,Westminster 경험보고서,심리학전공,학부,2004,/partner/expReport.asp?id=1504&page=3&bgbn=R
1,westminster,영어영문학전공,학부,2004,/partner/expReport.asp?id=1501&page=3&bgbn=R
