No,제목,학과,과정,년도,href
5,다시 가면 훨씬 잘 보낼 수 있는데,언더우드학부 경제학,학부,2020,/partner/expReport.asp?id=16635&page=1&bgbn=R
4,대만대학교,생활디자인,학부,2019,/partner/expReport.asp?id=16275&page=1&bgbn=R
3,잊을 수 없는 한 학기,중어중문하과,학부,2019,/partner/expReport.asp?id=15748&page=1&bgbn=R
2,대만에서 보낸 한 학기,중어중문학과,대학원,2018,/partner/expReport.asp?id=15293&page=1&bgbn=R
1,My Exchange Experience in Taiwan,Creative Technology Management,학부,2018,/partner/expReport.asp?id=15033&page=1&bgbn=R
