No,제목,학과,과정,년도,href
47,"Warm, Welcoming, and Stimulating UTS","UIC, TAD (IID & CDM)",학부,2018,/partner/expReport.asp?id=14839&page=1&bgbn=R
46,다시 돌아가고 싶은 UTS,의공학부,학부,2017,/partner/expReport.asp?id=14400&page=1&bgbn=R
45,행복했던 시드니에서 한학기,기계공학과,학부,2016,/partner/expReport.asp?id=13591&page=1&bgbn=R
44,시드니에서의 한 학기,응용통계학과,학부,2013,/partner/expReport.asp?id=6898&page=1&bgbn=R
43,시드니에서의 1년,경영학과,학부,2012-2013,/partner/expReport.asp?id=6422&page=1&bgbn=R
42,꿈같았던 UTS에서의 한학기,의류환경학과,학부,2012,/partner/expReport.asp?id=6141&page=1&bgbn=R
41,UTS 다시 가고싶다는 말뿐이다.,건축공학,학부,2012,/partner/expReport.asp?id=6091&page=1&bgbn=R
40,"UTS, 최고의 선택",건축학과,학부,2011,/partner/expReport.asp?id=5339&page=1&bgbn=R
39,"University of Technology, Sydney. 최고의 선택",경영대학 경영학과,학부,2011,/partner/expReport.asp?id=5287&page=1&bgbn=R
38,소중했던 1년,건축학과,학부,2010,/partner/expReport.asp?id=4621&page=1&bgbn=R
37,"따뜻한 도시, 시드니.",경영학과,학부,2010,/partner/expReport.asp?id=4383&page=2&bgbn=R
36,uts에서의 한학기,생활디자인,학부,2009,/partner/expReport.asp?id=4167&page=2&bgbn=R
35,호주 시드니에서 한 학기,전기전자공학부,학부,2009,/partner/expReport.asp?id=4163&page=2&bgbn=R
34,내 인생 최고의 Holiday,주거환경학과,학부,2008,/partner/expReport.asp?id=3499&page=2&bgbn=R
33,강추! 최적의 교환학교!!!,전기전자공학부,학부,2008,/partner/expReport.asp?id=3484&page=2&bgbn=R
32,잊지 못할 UTS 교환학생 한 학기,사회학과,학부,2008,/partner/expReport.asp?id=3234&page=2&bgbn=R
31,내 마음의 보물.,의류환경학과,학부,2007-2008,/partner/expReport.asp?id=3184&page=2&bgbn=R
30,시드니에 취하다,신문방송학과,학부,2008,/partner/expReport.asp?id=3153&page=2&bgbn=R
29,시드니에서의 한학기,경영학과,학부,2006-2007,/partner/expReport.asp?id=2989&page=2&bgbn=R
28,자기는 도시 아니면 절대 못산다는 사람을 위한 UTS,경영학과,학부,2007,/partner/expReport.asp?id=2972&page=2&bgbn=R
27,Undescribable Life in Sydney =),생활과학대학 주거환경학과,학부,2007,/partner/expReport.asp?id=2884&page=3&bgbn=R
26,내 인생의 못 잊을 1년,영어영문학과,학부,2006-2007,/partner/expReport.asp?id=2723&page=3&bgbn=R
25,UTS에서의 한학기,응용통계학과,학부,2007,/partner/expReport.asp?id=2695&page=3&bgbn=R
24,시드니에서의 교환학생 경험,경영학과,학부,2006-2007,/partner/expReport.asp?id=2618&page=3&bgbn=R
23,"UTS, 그리고 시드니에 대하여",물리학과,학부,2006-2007,/partner/expReport.asp?id=2601&page=3&bgbn=R
22,Full of Promise,경영학과,학부,2006,/partner/expReport.asp?id=2505&page=3&bgbn=R
21,내 인생의 즐거운 휴가...,컴퓨터.산업공학과,학부,2006,/partner/expReport.asp?id=2498&page=3&bgbn=R
20,제2의 모교 UTS,생활디자인,학부,2006,/partner/expReport.asp?id=2496&page=3&bgbn=R
19,시드니에서의 소중한 추억..,사회체육학과,학부,2006,/partner/expReport.asp?id=2442&page=3&bgbn=R
18,낭만적 자유방랑주의자! 호주에 상륙하다~,경영학과,학부,2006,/partner/expReport.asp?id=2400&page=3&bgbn=R
17,구라이 마잇~! 하 와 야?!,문과대학 국어국문학과,학부,2005-2006,/partner/expReport.asp?id=2213&page=4&bgbn=R
16,Sydney에서 꿈같았던 1년,주거환경학과,학부,2005-2006,/partner/expReport.asp?id=2145&page=4&bgbn=R
15,no worriz,경영학과,학부,2006,/partner/expReport.asp?id=2087&page=4&bgbn=R
14,너무나도 그리운 시드니,의용전자공학,학부,2005,/partner/expReport.asp?id=1854&page=4&bgbn=R
13,제2의 질풍노도의 시기였던 1학기,"철학과,신문방송학과",학부,2005,/partner/expReport.asp?id=1809&page=4&bgbn=R
12,UTS에서의 한 학기를 돌아보며,신문방송학과,학부,2005,/partner/expReport.asp?id=1787&page=4&bgbn=R
11,UTS에서의 한 학기,사회환경건축공학부,학부,2005,/partner/expReport.asp?id=1743&page=4&bgbn=R
10,"University of Technology, Sydney",기계전자공학부,학부,2005,/partner/expReport.asp?id=1732&page=4&bgbn=R
9,"University of Technology, Sydney",기계전자공학부,학부,2005,/partner/expReport.asp?id=1695&page=4&bgbn=R
8,UTS에서의 한학기,의류환경학과,학부,2005,/partner/expReport.asp?id=1687&page=4&bgbn=R
7,"University of Technology, Sydney -윤보미",화학공학전공,학부,2004,/partner/expReport.asp?id=1462&page=5&bgbn=R
6,"University of Technology, Sydney",컴퓨터·산업공학전공,학부,2004,/partner/expReport.asp?id=1451&page=5&bgbn=R
5,시드니에서의 1학기,경제학전공,학부,2004,/partner/expReport.asp?id=1436&page=5&bgbn=R
4,"University of Technology, Sydney",신문방송학과,학부,2002,/partner/expReport.asp?id=716&page=5&bgbn=R
3,"U of Technology, Sydney - 김희진",경영학전공,학부,1999-2000,/partner/expReport.asp?id=701&page=5&bgbn=R
2,"U of Techonology, Sydney - 노유주",생활과학부,학부,2001,/partner/expReport.asp?id=471&page=5&bgbn=R
1,"U of Technology, Sydney - 김보성",경영학전공,학부,2001,/partner/expReport.asp?id=470&page=5&bgbn=R
