No,제목,학과,과정,년도,href
4,"호수와 숲의 나라, 핀란드에서의 1년",영어영문학과,학부,2009,/partner/expReport.asp?id=4391&page=1&bgbn=R
3,오울루에서 보낸 한 학기,전기전자공학,학부,2008,/partner/expReport.asp?id=3368&page=1&bgbn=R
2,Oulu University에서의 한 학기,건축학과,학부,2007,/partner/expReport.asp?id=2867&page=1&bgbn=R
1,University of Oulu,영어영문학전공,학부,2003,/partner/expReport.asp?id=862&page=1&bgbn=R
