No,제목,학과,과정,년도,href
11,평화로운 미국 그 자체 Asheville에서의 한 학기,경영학과,학부,2018-2,/partner/expReport.asp?id=15435&page=1&bgbn=R
10,후회하지 않을 선택 UNCA,응용통계학과,학부,2016,/partner/expReport.asp?id=13560&page=1&bgbn=R
9,순수한 사람들이 있는 곳 Asheville,경제학과,학부,2016,/partner/expReport.asp?id=13538&page=1&bgbn=R
8,잊지 못할 Asheville에서의 추억,의류환경학과,학부,2016,/partner/expReport.asp?id=13529&page=1&bgbn=R
7,너무나 짧게 느껴졌던 UNCA에서의 한학기,화학과,학부,2016,/partner/expReport.asp?id=12923&page=1&bgbn=R
6,"가장 미국스럽지 않은, 동시에 가장 미국스러운 UNCA에 배정되신 걸 축하드려요!",행정학과,학부,2015,/partner/expReport.asp?id=12395&page=1&bgbn=R
5,UNCA 배정 받고 이 글 보시는 분들 축하드려요! 아주 많이!,정치외교학과,학부,2014,/partner/expReport.asp?id=7557&page=1&bgbn=R
4,"U, UN, UNCA!",경제학과,학부,2014,/partner/expReport.asp?id=7195&page=1&bgbn=R
3,특유한 일년,심리학과,학부,2011,/partner/expReport.asp?id=6069&page=1&bgbn=R
2,Asheville에서 있었던 일,사학과,학부,2011,/partner/expReport.asp?id=5201&page=1&bgbn=R
1,UNC-Asheville를 다녀와서,경영학과,학부,2005-2006,/partner/expReport.asp?id=2262&page=2&bgbn=R
