No,제목,학과,과정,년도,href
279,영원히 바래지 않을 LA의 햇빛처럼,국어국문학과,학부,2019-2020,/partner/expReport.asp?id=16687&page=1&bgbn=R
278,미국 현실을 볼 수 있었던 기회,심리학과,학부,2020,/partner/expReport.asp?id=16678&page=1&bgbn=R
277,중학교 3학년의 아쉬움,전기전자공학과,학부,2020,/partner/expReport.asp?id=16672&page=1&bgbn=R
276,교환학생 후기입니다 :D,전기전자공학부,학부,2020,/partner/expReport.asp?id=16648&page=1&bgbn=R
275,100일 간의 LA LA LAND,사회학과,학부,2020,/partner/expReport.asp?id=16621&page=1&bgbn=R
274,아쉽지만 후회는 절대 없었던 UCLA 교환학생 생활을 마치며.,생명공학과,학부,2020,/partner/expReport.asp?id=16593&page=1&bgbn=R
273,햇살만큼 따뜻했던 LA에서의 교환생활,정치외교학과,학부,2020,/partner/expReport.asp?id=16586&page=1&bgbn=R
272,엘에이에서의 6개월!,경영학과,학부,2019-2020,/partner/expReport.asp?id=16557&page=1&bgbn=R
271,Tips for Your Exchange at UCLA,Comparative Literature and Culture (UIC),학부,2019-2020,/partner/expReport.asp?id=16542&page=1&bgbn=R
270,LA에서의 시간들,생명공학과,학부,2019,/partner/expReport.asp?id=16529&page=1&bgbn=R
269,캘리포니아에서의 3개월,경제학부/경영학과,학부,2020,/partner/expReport.asp?id=16500&page=2&bgbn=R
268,평생 잊지 못할 6개월,경영학과,학부,2019-2020,/partner/expReport.asp?id=16364&page=2&bgbn=R
267,UCLA에서의 의미있는 1년,사회학과,학부,2019,/partner/expReport.asp?id=16138&page=2&bgbn=R
266,잊을 수 없는 UCLA에서의 6개월,철학과,학부,2019,/partner/expReport.asp?id=16083&page=2&bgbn=R
265,인생에서 정말 소중한 경험,전기전자공학부,학부,2019,/partner/expReport.asp?id=16064&page=2&bgbn=R
264,어디서 돈 주고도 못 할 소중하고 값진 경험,시스템생물학과,학부,2018-2019,/partner/expReport.asp?id=16046&page=2&bgbn=R
263,한층 더 성장할 수 있었던 계기,정치외교학과,학부,2019,/partner/expReport.asp?id=16039&page=2&bgbn=R
262,UCLA에서의 1년,영어영문학과,학부,2018-2019,/partner/expReport.asp?id=15966&page=2&bgbn=R
261,꿈결 같았던 시간,작곡과,학부,2019,/partner/expReport.asp?id=15926&page=2&bgbn=R
260,최선을 다해 행복한 날들을 보낼 수 있었던 한 학기,언더우드 경제학,학부,2019,/partner/expReport.asp?id=15893&page=2&bgbn=R
259,다양성에 대해 배울 수 있었던 값진 시간,노어노문학과 / 언론홍보영상학부,학부,2019,/partner/expReport.asp?id=15828&page=3&bgbn=R
258,다시 가고 싶은 UCLA에서의 6개월,동아시아국제학부,학부,2019,/partner/expReport.asp?id=15817&page=3&bgbn=R
