No,제목,학과,과정,년도,href
7,런던에서의 교환학생 생활,생활디자인학과,학부,2014,/partner/expReport.asp?id=13208&page=1&bgbn=R
6,교환학생으로 가기에 최고의 위치에 있는 대학교,스포츠레저학과,학부,2015,/partner/expReport.asp?id=12113&page=1&bgbn=R
5,런던에서의 교환학생 생활,사회학과,학부,2014,/partner/expReport.asp?id=11824&page=1&bgbn=R
4,파견 보고서,사학,학부,2011-2012,/partner/expReport.asp?id=5734&page=1&bgbn=R
3,잊을 수 없는 시간들=),경영학과,학부,2009-2010,/partner/expReport.asp?id=4558&page=1&bgbn=R
2,"후회없는 선택, University of Westminster",국어국문학과,학부,2008-2009,/partner/expReport.asp?id=4556&page=1&bgbn=R
1,영원히 기억에 남을 런던에서의 6개월,불어불문학과,학부,2008-2009,/partner/expReport.asp?id=4500&page=1&bgbn=R
