No,제목,학과,과정,년도,href
18,소박하지만 따뜻한 동네 Beaver Nation,영어영문학과,학부,2015-2016,/partner/expReport.asp?id=13262&page=1&bgbn=R
17,GO BEAVES!,경제학과,학부,2015-2016,/partner/expReport.asp?id=13073&page=1&bgbn=R
16,Oregon State University에서의 9개월,문화인류학과,학부,2015-2016,/partner/expReport.asp?id=12991&page=1&bgbn=R
15,인생의 귀중한 휴식시간이 되었던 OSU,토목환경공학과,학부,2015-2016,/partner/expReport.asp?id=12981&page=1&bgbn=R
14,Corvallis에서의 생활,스포츠레저,학부,2012-2013,/partner/expReport.asp?id=6631&page=1&bgbn=R
13,Life in OSU,전기전자과,학부,2012-2013,/partner/expReport.asp?id=6459&page=1&bgbn=R
12,Power of Orange,생화학과,학부,2010-2011,/partner/expReport.asp?id=4981&page=1&bgbn=R
11,아름다운 도시 corvallis에서의 일년..,스포츠 레저학과,학부,2009-2010,/partner/expReport.asp?id=4345&page=1&bgbn=R
10,OSU에서의 1년,식품영양학과,학부,2008-2009,/partner/expReport.asp?id=3606&page=1&bgbn=R
9,매우 작은 도시 corvallis,전기전자공학과,학부,2007-2008,/partner/expReport.asp?id=3483&page=1&bgbn=R
8,OSU에서의 1년,전기전자공학,학부,2007-2008,/partner/expReport.asp?id=3325&page=2&bgbn=R
7,GO BEAVERS :),기계공학과,학부,2007-2008,/partner/expReport.asp?id=3179&page=2&bgbn=R
6,Go Beavs!!,전기전자공학부,학부,2007-2008,/partner/expReport.asp?id=3121&page=2&bgbn=R
5,OSU! go beaves!,식품영양학과,학부,2006-2007,/partner/expReport.asp?id=2730&page=2&bgbn=R
4,oregon state...,주거환경학과,학부,2004-2005,/partner/expReport.asp?id=1675&page=2&bgbn=R
3,Oregon State Univ. - 홍승모,경영학전공,학부,2001,/partner/expReport.asp?id=659&page=2&bgbn=R
2,Oregon State Univ.-남민정,주거환경전공,학부,2000-2001,/partner/expReport.asp?id=125&page=2&bgbn=R
1,Oregon State Univ.-정영주,영어영문학전공,학부,1998-1999,/partner/expReport.asp?id=58&page=2&bgbn=R
