No,제목,학과,과정,년도,href
33,UConn에서의 1년,영어영문학과,학부,2019-2020,/partner/expReport.asp?id=16424&page=1&bgbn=R
32,인생에서 가장 행복했던 한 학기,영어영문,학부,2019,/partner/expReport.asp?id=16277&page=1&bgbn=R
31,많은 걸 깨닫게 해준 숲 속 대학에서의 4개,영어영문학,학부,2019,/partner/expReport.asp?id=15565&page=1&bgbn=R
30,너무나도 짧았던 UConn에서의 한 학기,의예과,학부,2019,/partner/expReport.asp?id=15561&page=1&bgbn=R
29,UConn에서의 뜻깊은 경험,컴퓨터과학,학부,2018,/partner/expReport.asp?id=14734&page=1&bgbn=R
28,Uconn에서의 4개월,교육학과/영어영문학과,학부,2017,/partner/expReport.asp?id=14406&page=1&bgbn=R
27,시골 마을에서 한적하고 여유있는 삶,경영학과,학부,2017,/partner/expReport.asp?id=14388&page=1&bgbn=R
26,즐거웠던 미국에서의 1년,정치외교학과,학부,2017,/partner/expReport.asp?id=14361&page=1&bgbn=R
25,내 생에 가장 여유로웠던 1년,영어영문학과(경제학과),학부,2016,/partner/expReport.asp?id=13670&page=1&bgbn=R
24,UConn Huskies <3,신학/정치외교학,학부,2016,/partner/expReport.asp?id=13507&page=1&bgbn=R
23,Join the Huskies(UConn)!,경영학과 (컴퓨터 과학),학부,2016,/partner/expReport.asp?id=13500&page=2&bgbn=R
22,UCONN에서의 뜻깊은 한 학기,영어영문학과,학부,2016,/partner/expReport.asp?id=13068&page=2&bgbn=R
21,UCONN 파견 경험 보고서,정치외교학과,학부,2016,/partner/expReport.asp?id=13014&page=2&bgbn=R
20,유콘에서의 잊지못할 한학기,경영학과,학부,2014,/partner/expReport.asp?id=12636&page=2&bgbn=R
19,"We Love You, UCONN!",영어영문학과,학부,2015,/partner/expReport.asp?id=11942&page=2&bgbn=R
18,"2014 가을, 잊지못할 UConn에서!",경제학과,학부,2014,/partner/expReport.asp?id=11832&page=2&bgbn=R
17,UCONN 2014 봄학기 경험보고서,정치외교학과,학부,2014,/partner/expReport.asp?id=7052&page=2&bgbn=R
16,짧지만 강렬했던 유콘에서의 추억,경영학과,학부,2014년도,/partner/expReport.asp?id=7049&page=2&bgbn=R
15,Uconn에서의 일 년,경영학과,학부,2013,/partner/expReport.asp?id=6876&page=2&bgbn=R
14,University of Connecticut 교환학생 경험기,경영학과,학부,2013,/partner/expReport.asp?id=6788&page=2&bgbn=R
13,UConn!!! Huskies!!!,경제학과,학부,2012-2013,/partner/expReport.asp?id=6590&page=3&bgbn=R
12,UCONN에서의 잊지못할 한학기!,경제학과,학부,2013,/partner/expReport.asp?id=6447&page=3&bgbn=R
11,2012 가을 uconn!,정치외교학과,학부,2012 가을,/partner/expReport.asp?id=6121&page=3&bgbn=R
10,University of Connecticut,경영학과,학부,2012,/partner/expReport.asp?id=6054&page=3&bgbn=R
9,"추억에 머무르던 시절, Uconn",불어불문학과/영어영문학과,학부,2012,/partner/expReport.asp?id=5681&page=3&bgbn=R
8,코네티컷주립대학교 2012년 봄학기 경험보고서,화공생명공학과,학부,2012,/partner/expReport.asp?id=5620&page=3&bgbn=R
7,유.씨.오.오.엔. 유컨 허스키즈~,경영학과,학부,2010-2011,/partner/expReport.asp?id=5012&page=3&bgbn=R
6,4개월동안의 미국생활을 함께한 유콘,문헌정보학과,학부,2010,/partner/expReport.asp?id=4773&page=3&bgbn=R
5,"그리운 그 곳, 유컨",교육학과,학부,2010,/partner/expReport.asp?id=4767&page=3&bgbn=R
4,"유콘, 잊을 수 없는 추억",경제학과,학부,2010,/partner/expReport.asp?id=4301&page=3&bgbn=R
3,"UCONN, 잊을수 없는 기억",의예과,학부,2010,/partner/expReport.asp?id=4265&page=4&bgbn=R
2,"유콘, 유콘",행정학과,학부,2010,/partner/expReport.asp?id=4209&page=4&bgbn=R
1,UConn 첫경험,수학과,학부,2008-2009,/partner/expReport.asp?id=3793&page=4&bgbn=R
